2.50000000e-01,4.93183182e+00,2.50000000e-01.1,5.00000000e+00
0.341,4.85683375,0.341,5.0
0.342,4.85639219,0.342,5.0
0.343,4.8559505,0.343,5.0
0.344,4.85550867,0.344,5.0
0.345,4.8550667,0.345,5.0
0.346,4.8546246,0.346,5.0
0.347,4.85418235,0.347,5.0
0.348,4.85373997,0.348,5.0
0.349,4.85329744,0.349,5.0
0.35,4.85285478,0.35,5.0
0.25,4.87255635,0.25,5.0
0.251,4.87201645,0.251,5.0
0.252,4.8714763,0.252,5.0
0.253,4.87093587,0.253,5.0
0.254,4.87039518,0.254,5.0
0.255,4.86985422,0.255,5.0
0.256,4.869313,0.256,5.0
0.257,4.86877151,0.257,5.0
0.258,4.86822975,0.258,5.0
0.259,4.86768773,0.259,5.0
0.26,4.86714544,0.26,5.0
0.261,4.86660287,0.261,5.0
0.262,4.86606004,0.262,5.0
0.263,4.86551694,0.263,5.0
0.264,4.86497358,0.264,5.0
0.265,4.86442994,0.265,5.0
0.266,4.86388603,0.266,5.0
0.267,4.86334185,0.267,5.0
0.268,4.8627974,0.268,5.0
0.269,4.86225268,0.269,5.0
0.27,4.86170769,0.27,5.0
0.271,4.86116242,0.271,5.0
0.272,4.86061688,0.272,5.0
0.273,4.86007107,0.273,5.0
0.274,4.85952499,0.274,5.0
0.275,4.85897864,0.275,5.0
0.276,4.85843201,0.276,5.0
0.277,4.8578851,0.277,5.0
0.278,4.85733793,0.278,5.0
0.279,4.85679047,0.279,5.0
0.28,4.85624274,0.28,5.0
0.281,4.85569474,0.281,5.0
0.282,4.85514646,0.282,5.0
0.283,4.85459791,0.283,5.0
0.284,4.85404907,0.284,5.0
0.285,4.85349997,0.285,5.0
0.286,4.85295058,0.286,5.0
0.287,4.85240092,0.287,5.0
0.288,4.85185097,0.288,5.0
0.289,4.85130075,0.289,5.0
0.29,4.85075025,0.29,5.0
0.291,4.85019948,0.291,5.0
0.292,4.84964842,0.292,5.0
0.293,4.84909708,0.293,5.0
0.294,4.84854546,0.294,5.0
0.295,4.84799356,0.295,5.0
0.296,4.84744138,0.296,5.0
0.297,4.84688892,0.297,5.0
0.298,4.84633618,0.298,5.0
0.299,4.84578316,0.299,5.0
0.3,4.84522985,0.3,5.0
0.301,4.84467626,0.301,5.0
0.302,4.84412238,0.302,5.0
0.303,4.84356823,0.303,5.0
0.304,4.84301378,0.304,5.0
0.305,4.84245906,0.305,5.0
0.306,4.84190405,0.306,5.0
0.307,4.84134875,0.307,5.0
0.308,4.84079317,0.308,5.0
0.309,4.8402373,0.309,5.0
0.31,4.83968115,0.31,5.0
0.311,4.83912471,0.311,5.0
0.312,4.83856798,0.312,5.0
0.313,4.83801097,0.313,5.0
0.314,4.83745366,0.314,5.0
0.315,4.83689607,0.315,5.0
0.316,4.83633819,0.316,5.0
0.317,4.83578002,0.317,5.0
0.318,4.83522156,0.318,5.0
0.319,4.83466282,0.319,5.0
0.32,4.83410378,0.32,5.0
0.321,4.83354445,0.321,5.0
0.322,4.83298483,0.322,5.0
0.323,4.83242491,0.323,5.0
0.324,4.83186471,0.324,5.0
0.325,4.83130421,0.325,5.0
0.326,4.83074343,0.326,5.0
0.327,4.83018234,0.327,5.0
0.328,4.82962097,0.328,5.0
0.329,4.8290593,0.329,5.0
0.33,4.82849734,0.33,5.0
0.331,4.82793508,0.331,5.0
0.332,4.82737252,0.332,5.0
0.333,4.82680968,0.333,5.0
0.334,4.82624653,0.334,5.0
