A,B,OUT
-128,-128,15916
-128,-127,15918
-128,-126,15916
-128,-125,15918
-128,-124,15532
-128,-123,15534
-128,-122,15532
-128,-121,15534
-128,-120,14445
-128,-119,14447
-128,-118,14445
-128,-117,14447
-128,-116,14061
-128,-115,14063
-128,-114,14061
-128,-113,14063
-128,-112,13932
-128,-111,13934
-128,-110,13932
-128,-109,13934
-128,-108,13548
-128,-107,13550
-128,-106,13548
-128,-105,13550
-128,-104,12597
-128,-103,12599
-128,-102,12597
-128,-101,12599
-128,-100,12213
-128,-99,12215
-128,-98,12213
-128,-97,12215
-128,-96,11820
-128,-95,11822
-128,-94,11820
-128,-93,11822
-128,-92,11436
-128,-91,11438
-128,-90,11436
-128,-89,11438
-128,-88,10341
-128,-87,10343
-128,-86,10341
-128,-85,10343
-128,-84,9957
-128,-83,9959
-128,-82,9957
-128,-81,9959
-128,-80,9828
-128,-79,9830
-128,-78,9828
-128,-77,9830
-128,-76,9444
-128,-75,9446
-128,-74,9444
-128,-73,9446
-128,-72,8501
-128,-71,8503
-128,-70,8501
-128,-69,8503
-128,-68,8117
-128,-67,8119
-128,-66,8117
-128,-65,8119
-128,-64,7716
-128,-63,7718
-128,-62,7716
-128,-61,7718
-128,-60,7332
-128,-59,7334
-128,-58,7332
-128,-57,7334
-128,-56,6245
-128,-55,6247
-128,-54,6245
-128,-53,6247
-128,-52,5861
-128,-51,5863
-128,-50,5861
-128,-49,5863
-128,-48,5732
-128,-47,5734
-128,-46,5732
-128,-45,5734
-128,-44,5348
-128,-43,5350
-128,-42,5348
-128,-41,5350
-128,-40,4413
-128,-39,4415
-128,-38,4413
-128,-37,4415
-128,-36,4029
-128,-35,4031
-128,-34,4029
-128,-33,4031
-128,-32,3620
-128,-31,3622
-128,-30,3620
-128,-29,3622
-128,-28,3236
-128,-27,3238
-128,-26,3236
-128,-25,3238
-128,-24,2157
-128,-23,2159
-128,-22,2157
-128,-21,2159
-128,-20,1773
-128,-19,1775
-128,-18,1773
-128,-17,1775
-128,-16,1644
-128,-15,1646
-128,-14,1644
-128,-13,1646
-128,-12,1260
-128,-11,1262
-128,-10,1260
-128,-9,1262
-128,-8,317
-128,-7,319
-128,-6,317
-128,-5,319
-128,-4,-67
-128,-3,-65
-128,-2,-67
-128,-1,-65
-128,0,516
-128,1,518
-128,2,516
-128,3,518
-128,4,132
-128,5,134
-128,6,132
-128,7,134
-128,8,-955
-128,9,-953
-128,10,-955
-128,11,-953
-128,12,-1339
-128,13,-1337
-128,14,-1339
-128,15,-1337
-128,16,-1468
-128,17,-1466
-128,18,-1468
-128,19,-1466
-128,20,-1852
-128,21,-1850
-128,22,-1852
-128,23,-1850
-128,24,-2803
-128,25,-2801
-128,26,-2803
-128,27,-2801
-128,28,-3187
-128,29,-3185
-128,30,-3187
-128,31,-3185
-128,32,-3580
-128,33,-3578
-128,34,-3580
-128,35,-3578
-128,36,-3964
-128,37,-3962
-128,38,-3964
-128,39,-3962
-128,40,-5043
-128,41,-5041
-128,42,-5043
-128,43,-5041
-128,44,-5427
-128,45,-5425
-128,46,-5427
-128,47,-5425
-128,48,-5556
-128,49,-5554
-128,50,-5556
-128,51,-5554
-128,52,-5940
-128,53,-5938
-128,54,-5940
-128,55,-5938
-128,56,-6899
-128,57,-6897
-128,58,-6899
-128,59,-6897
-128,60,-7283
-128,61,-7281
-128,62,-7283
-128,63,-7281
-128,64,-7668
-128,65,-7666
-128,66,-7668
-128,67,-7666
-128,68,-8052
-128,69,-8050
-128,70,-8052
-128,71,-8050
-128,72,-9139
-128,73,-9137
-128,74,-9139
-128,75,-9137
-128,76,-9523
-128,77,-9521
-128,78,-9523
-128,79,-9521
-128,80,-9652
-128,81,-9650
-128,82,-9652
-128,83,-9650
-128,84,-10036
-128,85,-10034
-128,86,-10036
-128,87,-10034
-128,88,-11003
-128,89,-11001
-128,90,-11003
-128,91,-11001
-128,92,-11387
-128,93,-11385
-128,94,-11387
