A,B,OUT
-128,-128,16407
-128,-127,16279
-128,-126,16151
-128,-125,16023
-128,-124,15903
-128,-123,15775
-128,-122,15647
-128,-121,15519
-128,-120,15381
-128,-119,15253
-128,-118,15125
-128,-117,14997
-128,-116,14877
-128,-115,14749
-128,-114,14621
-128,-113,14493
-128,-112,14357
-128,-111,14229
-128,-110,14101
-128,-109,13973
-128,-108,13853
-128,-107,13725
-128,-106,13597
-128,-105,13469
-128,-104,13335
-128,-103,13207
-128,-102,13079
-128,-101,12951
-128,-100,12831
-128,-99,12703
-128,-98,12575
-128,-97,12447
-128,-96,12311
-128,-95,12183
-128,-94,12055
-128,-93,11927
-128,-92,11807
-128,-91,11679
-128,-90,11551
-128,-89,11423
-128,-88,11285
-128,-87,11157
-128,-86,11029
-128,-85,10901
-128,-84,10781
-128,-83,10653
-128,-82,10525
-128,-81,10397
-128,-80,10261
-128,-79,10133
-128,-78,10005
-128,-77,9877
-128,-76,9757
-128,-75,9629
-128,-74,9501
-128,-73,9373
-128,-72,9239
-128,-71,9111
-128,-70,8983
-128,-69,8855
-128,-68,8735
-128,-67,8607
-128,-66,8479
-128,-65,8351
-128,-64,8215
-128,-63,8087
-128,-62,7959
-128,-61,7831
-128,-60,7711
-128,-59,7583
-128,-58,7455
-128,-57,7327
-128,-56,7189
-128,-55,7061
-128,-54,6933
-128,-53,6805
-128,-52,6685
-128,-51,6557
-128,-50,6429
-128,-49,6301
-128,-48,6165
-128,-47,6037
-128,-46,5909
-128,-45,5781
-128,-44,5661
-128,-43,5533
-128,-42,5405
-128,-41,5277
-128,-40,5143
-128,-39,5015
-128,-38,4887
-128,-37,4759
-128,-36,4639
-128,-35,4511
-128,-34,4383
-128,-33,4255
-128,-32,4119
-128,-31,3991
-128,-30,3863
-128,-29,3735
-128,-28,3615
-128,-27,3487
-128,-26,3359
-128,-25,3231
-128,-24,3093
-128,-23,2965
-128,-22,2837
-128,-21,2709
-128,-20,2589
-128,-19,2461
-128,-18,2333
-128,-17,2205
-128,-16,2069
-128,-15,1941
-128,-14,1813
-128,-13,1685
-128,-12,1565
-128,-11,1437
-128,-10,1309
-128,-9,1181
-128,-8,1047
-128,-7,919
-128,-6,791
-128,-5,663
-128,-4,543
-128,-3,415
-128,-2,287
-128,-1,159
-128,0,23
-128,1,-105
-128,2,-233
-128,3,-361
-128,4,-481
-128,5,-609
-128,6,-737
-128,7,-865
-128,8,-1003
-128,9,-1131
-128,10,-1259
-128,11,-1387
-128,12,-1507
-128,13,-1635
-128,14,-1763
-128,15,-1891
-128,16,-2027
-128,17,-2155
-128,18,-2283
-128,19,-2411
-128,20,-2531
-128,21,-2659
-128,22,-2787
-128,23,-2915
-128,24,-3049
-128,25,-3177
-128,26,-3305
-128,27,-3433
-128,28,-3553
-128,29,-3681
-128,30,-3809
-128,31,-3937
-128,32,-4073
-128,33,-4201
-128,34,-4329
-128,35,-4457
-128,36,-4577
-128,37,-4705
-128,38,-4833
-128,39,-4961
-128,40,-5099
-128,41,-5227
-128,42,-5355
-128,43,-5483
-128,44,-5603
-128,45,-5731
-128,46,-5859
-128,47,-5987
-128,48,-6123
-128,49,-6251
-128,50,-6379
-128,51,-6507
-128,52,-6627
-128,53,-6755
-128,54,-6883
-128,55,-7011
-128,56,-7145
-128,57,-7273
-128,58,-7401
-128,59,-7529
-128,60,-7649
-128,61,-7777
-128,62,-7905
-128,63,-8033
-128,64,-8169
-128,65,-8297
-128,66,-8425
-128,67,-8553
-128,68,-8673
-128,69,-8801
-128,70,-8929
-128,71,-9057
-128,72,-9195
-128,73,-9323
-128,74,-9451
-128,75,-9579
-128,76,-9699
-128,77,-9827
-128,78,-9955
-128,79,-10083
-128,80,-10219
-128,81,-10347
-128,82,-10475
-128,83,-10603
-128,84,-10723
-128,85,-10851
-128,86,-10979
-128,87,-11107
-128,88,-11241
-128,89,-11369
-128,90,-11497
-128,91,-11625
-128,92,-11745
-128,93,-11873
-128,94,-12001
-128,95,-12129
-128,96,-12265
-128,97,-12393
-128,98,-12521
-128,99,-12649
-128,100,-12769
-128,101,-12897
-128,102,-13025
-128,103,-13153
-128,104,-13291
-128,105,-13419
-128,106,-13547
-128,107,-13675
-128,108,-13795
-128,109,-13923
-128,110,-14051
-128,111,-14179
-128,112,-14315
-128,113,-14443
-128,114,-14571
-128,115,-14699
-128,116,-14819
-128,117,-14947
-128,118,-15075
-128,119,-15203
-128,120,-15337
-128,121,-15465
-128,122,-15593
-128,123,-15721
-128,124,-15841
-128,125,-15969
-128,126,-16097
-128,127,-16225
-127,-128,16279
-127,-127,16151
-127,-126,16023
-127,-125,15895
-127,-124,15775
-127,-123,15647
-127,-122,15519
-127,-121,15391
-127,-120,15253
-127,-119,15125
-127,-118,14997
-127,-117,14869
-127,-116,14749
-127,-115,14621
-127,-114,14493
-127,-113,14365
-127,-112,14229
-127,-111,14101
-127,-110,13973
-127,-109,13845
-127,-108,13725
-127,-107,13597
-127,-106,13469
-127,-105,13341
-127,-104,13207
-127,-103,13079
-127,-102,12951
-127,-101,12823
-127,-100,12703
-127,-99,12575
-127,-98,12447
-127,-97,12319
-127,-96,12215
-127,-95,12087
-127,-94,11959
-127,-93,11831
-127,-92,11711
-127,-91,11583
-127,-90,11455
-127,-89,11327
-127,-88,11189
-127,-87,11061
-127,-86,10933
-127,-85,10805
-127,-84,10685
-127,-83,10557
-127,-82,10429
-127,-81,10301
-127,-80,10165
-127,-79,10037
-127,-78,9909
-127,-77,9781
-127,-76,9661
-127,-75,9533
-127,-74,9405
-127,-73,9277
-127,-72,9143
-127,-71,9015
-127,-70,8887
-127,-69,8759
-127,-68,8639
-127,-67,8511
-127,-66,8383
-127,-65,8255
-127,-64,8151
-127,-63,8023
-127,-62,7895
-127,-61,7767
-127,-60,7647
-127,-59,7519
-127,-58,7391
-127,-57,7263
-127,-56,7125
-127,-55,6997
-127,-54,6869
-127,-53,6741
-127,-52,6621
-127,-51,6493
-127,-50,6365
-127,-49,6237
-127,-48,6101
-127,-47,5973
-127,-46,5845
-127,-45,5717
-127,-44,5597
