A,B,OUT
-128,-128,16417
-128,-127,16293
-128,-126,16165
-128,-125,16037
-128,-124,15909
-128,-123,15781
-128,-122,15653
-128,-121,15525
-128,-120,15396
-128,-119,15268
-128,-118,15140
-128,-117,15012
-128,-116,14884
-128,-115,14756
-128,-114,14628
-128,-113,14496
-128,-112,14372
-128,-111,14244
-128,-110,14116
-128,-109,13988
-128,-108,13860
-128,-107,13732
-128,-106,13604
-128,-105,13472
-128,-104,13345
-128,-103,13221
-128,-102,13093
-128,-101,12965
-128,-100,12837
-128,-99,12709
-128,-98,12581
-128,-97,12453
-128,-96,12324
-128,-95,12196
-128,-94,12068
-128,-93,11940
-128,-92,11812
-128,-91,11684
-128,-90,11556
-128,-89,11424
-128,-88,11297
-128,-87,11173
-128,-86,11045
-128,-85,10917
-128,-84,10789
-128,-83,10661
-128,-82,10533
-128,-81,10405
-128,-80,10273
-128,-79,10149
-128,-78,10021
-128,-77,9893
-128,-76,9765
-128,-75,9637
-128,-74,9509
-128,-73,9381
-128,-72,9252
-128,-71,9124
-128,-70,8996
-128,-69,8868
-128,-68,8740
-128,-67,8612
-128,-66,8484
-128,-65,8352
-128,-64,8225
-128,-63,8101
-128,-62,7973
-128,-61,7845
-128,-60,7717
-128,-59,7589
-128,-58,7461
-128,-57,7333
-128,-56,7204
-128,-55,7076
-128,-54,6948
-128,-53,6820
-128,-52,6692
-128,-51,6564
-128,-50,6436
-128,-49,6304
-128,-48,6180
-128,-47,6052
-128,-46,5924
-128,-45,5796
-128,-44,5668
-128,-43,5540
-128,-42,5412
-128,-41,5280
-128,-40,5153
-128,-39,5029
-128,-38,4901
-128,-37,4773
-128,-36,4645
-128,-35,4517
-128,-34,4389
-128,-33,4261
-128,-32,4132
-128,-31,4004
-128,-30,3876
-128,-29,3748
-128,-28,3620
-128,-27,3492
-128,-26,3364
-128,-25,3232
-128,-24,3105
-128,-23,2981
-128,-22,2853
-128,-21,2725
-128,-20,2597
-128,-19,2469
-128,-18,2341
-128,-17,2213
-128,-16,2081
-128,-15,1957
-128,-14,1829
-128,-13,1701
-128,-12,1573
-128,-11,1445
-128,-10,1317
-128,-9,1189
-128,-8,1060
-128,-7,932
-128,-6,804
-128,-5,676
-128,-4,548
-128,-3,420
-128,-2,292
-128,-1,160
-128,0,35
-128,1,-89
-128,2,-217
-128,3,-345
-128,4,-473
-128,5,-601
-128,6,-729
-128,7,-857
-128,8,-986
-128,9,-1114
-128,10,-1242
-128,11,-1370
-128,12,-1498
-128,13,-1626
-128,14,-1754
-128,15,-1886
-128,16,-2010
-128,17,-2138
-128,18,-2266
-128,19,-2394
-128,20,-2522
-128,21,-2650
-128,22,-2778
-128,23,-2910
-128,24,-3037
-128,25,-3161
-128,26,-3289
-128,27,-3417
-128,28,-3545
-128,29,-3673
-128,30,-3801
-128,31,-3929
-128,32,-4058
-128,33,-4186
-128,34,-4314
-128,35,-4442
-128,36,-4570
-128,37,-4698
-128,38,-4826
-128,39,-4958
-128,40,-5085
-128,41,-5209
-128,42,-5337
-128,43,-5465
-128,44,-5593
-128,45,-5721
-128,46,-5849
-128,47,-5977
-128,48,-6109
-128,49,-6233
-128,50,-6361
-128,51,-6489
-128,52,-6617
-128,53,-6745
-128,54,-6873
-128,55,-7001
-128,56,-7130
-128,57,-7258
-128,58,-7386
-128,59,-7514
-128,60,-7642
-128,61,-7770
-128,62,-7898
-128,63,-8030
-128,64,-8157
-128,65,-8281
-128,66,-8409
-128,67,-8537
-128,68,-8665
-128,69,-8793
-128,70,-8921
-128,71,-9049
-128,72,-9178
-128,73,-9306
-128,74,-9434
-128,75,-9562
-128,76,-9690
-128,77,-9818
-128,78,-9946
-128,79,-10078
-128,80,-10202
-128,81,-10330
-128,82,-10458
-128,83,-10586
-128,84,-10714
-128,85,-10842
-128,86,-10970
-128,87,-11102
-128,88,-11229
-128,89,-11353
-128,90,-11481
-128,91,-11609
-128,92,-11737
-128,93,-11865
-128,94,-11993
-128,95,-12121
-128,96,-12250
-128,97,-12378
-128,98,-12506
-128,99,-12634
-128,100,-12762
-128,101,-12890
-128,102,-13018
-128,103,-13150
-128,104,-13277
-128,105,-13401
-128,106,-13529
-128,107,-13657
-128,108,-13785
-128,109,-13913
-128,110,-14041
-128,111,-14169
-128,112,-14301
-128,113,-14425
-128,114,-14553
-128,115,-14681
-128,116,-14809
-128,117,-14937
-128,118,-15065
-128,119,-15193
-128,120,-15322
-128,121,-15450
-128,122,-15578
-128,123,-15706
-128,124,-15834
-128,125,-15962
-128,126,-16090
-128,127,-16222
-127,-128,16289
-127,-127,16165
-127,-126,16037
-127,-125,15909
-127,-124,15781
-127,-123,15653
