 isweep  gm  i_id  id  i_cgg  cgg  i_cgs  cgs  i_cgd  cgd  i_cds  cds  i_css  css  i_cdd  cdd  i_gds  gds  i_vth  vth  i_vdsat  vdsat  i_vgs  vgs  i_vds  vds  i_rds  rds  i_wt  wt  i_ft  ft  i_gm_id  gm_id
 1.00000000e-09  1.59526812e-08  1.00000000e-09  9.99741361e-10  1.00000000e-09  5.48560202e-16  1.00000000e-09 -6.26335847e-17  1.00000000e-09  5.00423916e-18  1.00000000e-09  4.10520695e-17  1.00000000e-09  6.13973961e-17  1.00000000e-09 -3.19271626e-18  1.00000000e-09  2.12206331e-09  1.00000000e-09  7.05876539e-01  1.00000000e-09  4.45625277e-02  1.00000000e-09  2.58129353e-01  1.00000000e-09  2.58129352e-01  1.00000000e-09  4.71239476e+08  1.00000000e-09  2.90810037e+07  1.00000000e-09  4.62838549e+06  1.00000000e-09  1.59568083e+01 
 1.50000000e-09  2.30551173e-08  1.50000000e-09  1.50423862e-09  1.50000000e-09  5.53577338e-16  1.50000000e-09 -7.35971706e-17  1.50000000e-09  5.95089794e-18  1.50000000e-09  4.80842126e-17  1.50000000e-09  7.19196834e-17  1.50000000e-09 -3.81252424e-18  1.50000000e-09  3.04858836e-09  1.50000000e-09  7.02944955e-01  1.50000000e-09  4.46289105e-02  1.50000000e-09  2.81208707e-01  1.50000000e-09  2.81208707e-01  1.50000000e-09  3.28020671e+08  1.50000000e-09  4.16475093e+07  1.50000000e-09  6.62840698e+06  1.50000000e-09  1.53267686e+01 
 2.00000000e-09  3.00723290e-08  2.00000000e-09  2.01038506e-09  2.00000000e-09  5.58043764e-16  2.00000000e-09 -8.27040575e-17  2.00000000e-09  6.73671538e-18  2.00000000e-09  5.38981038e-17  2.00000000e-09  8.06220449e-17  2.00000000e-09 -4.32224258e-18  2.00000000e-09  3.95992600e-09  2.00000000e-09  7.00794722e-01  2.00000000e-09  4.46946830e-02  2.00000000e-09  2.98136756e-01  2.00000000e-09  2.98136756e-01  2.00000000e-09  2.52529971e+08  2.00000000e-09  5.38888362e+07  2.00000000e-09  8.57667466e+06  2.00000000e-09  1.49584921e+01 
 2.50000000e-09  3.68759466e-08  2.50000000e-09  2.50463451e-09  2.50000000e-09  5.61991126e-16  2.50000000e-09 -9.04151681e-17  2.50000000e-09  7.40229116e-18  2.50000000e-09  5.88039947e-17  2.50000000e-09  8.79666926e-17  2.50000000e-09 -4.75142583e-18  2.50000000e-09  4.84066074e-09  2.50000000e-09  6.99131550e-01  2.50000000e-09  4.47583741e-02  2.50000000e-09  3.11230344e-01  2.50000000e-09  3.11230344e-01  2.50000000e-09  2.06583368e+08  2.50000000e-09  6.56165993e+07  2.50000000e-09  1.04432061e+07  2.50000000e-09  1.47230849e+01 
 3.00000000e-09  4.36917969e-08  3.00000000e-09  3.00150547e-09  3.00000000e-09  5.65633544e-16  3.00000000e-09 -9.73219904e-17  3.00000000e-09  7.99879485e-18  3.00000000e-09  6.31862524e-17  3.00000000e-09  9.45282243e-17  3.00000000e-09 -5.13444776e-18  3.00000000e-09  5.72076538e-09  3.00000000e-09  6.97743151e-01  3.00000000e-09  4.48219937e-02  3.00000000e-09  3.22160733e-01  3.00000000e-09  3.22160732e-01  3.00000000e-09  1.74801785e+08  3.00000000e-09  7.72439990e+07  3.00000000e-09  1.22937643e+07  3.00000000e-09  1.45566275e+01 
 3.50000000e-09  5.05286095e-08  3.50000000e-09  3.50073469e-09  3.50000000e-09  5.69024341e-16  3.50000000e-09 -1.03608621e-16  3.50000000e-09  8.54210492e-18  3.50000000e-09  6.71659317e-17  3.50000000e-09  1.00487519e-16  3.50000000e-09 -5.48216433e-18  3.50000000e-09  6.60176511e-09  3.50000000e-09  6.96550705e-01  3.50000000e-09  4.48855719e-02  3.50000000e-09  3.31548452e-01  3.50000000e-09  3.31548451e-01  3.50000000e-09  1.51474641e+08  3.50000000e-09  8.87986785e+07  3.50000000e-09  1.41327486e+07  3.50000000e-09  1.44337158e+01 
 4.00000000e-09  5.73668222e-08  4.00000000e-09  4.00037087e-09  4.00000000e-09  5.72192082e-16  4.00000000e-09 -1.09378335e-16  4.00000000e-09  9.04108915e-18  4.00000000e-09  7.08112364e-17  4.00000000e-09  1.05946493e-16  4.00000000e-09 -5.80065496e-18  4.00000000e-09  7.48142784e-09  4.00000000e-09  6.95508730e-01  4.00000000e-09  4.49489013e-02  4.00000000e-09  3.39751567e-01  4.00000000e-09  3.39751566e-01  4.00000000e-09  1.33664325e+08  4.00000000e-09  1.00257980e+08  4.00000000e-09  1.59565531e+07  4.00000000e-09  1.43403759e+01 
 4.50000000e-09  6.42069894e-08  4.50000000e-09  4.50013279e-09  4.50000000e-09  5.75167926e-16  4.50000000e-09 -1.14720804e-16  4.50000000e-09  9.50343967e-18  4.50000000e-09  7.41808267e-17  4.50000000e-09  1.10992857e-16  4.50000000e-09 -6.09509774e-18  4.50000000e-09  8.36004601e-09  4.50000000e-09  6.94583830e-01  4.50000000e-09  4.50119755e-02  4.50000000e-09  3.47032985e-01  4.50000000e-09  3.47032984e-01  4.50000000e-09  1.19616567e+08  4.50000000e-09  1.11631728e+08  4.50000000e-09  1.77667413e+07  4.50000000e-09  1.42677988e+01 
 5.00000000e-09  7.10514246e-08  5.00000000e-09  4.99998405e-09  5.00000000e-09  5.77977413e-16  5.00000000e-09 -1.19704237e-16  5.00000000e-09  9.93500152e-18  5.00000000e-09  7.73191791e-17  5.00000000e-09  1.15693131e-16  5.00000000e-09 -6.36940049e-18  5.00000000e-09  9.23808619e-09  5.00000000e-09  6.93752378e-01  5.00000000e-09  4.50748107e-02  5.00000000e-09  3.53578719e-01  5.00000000e-09  3.53578718e-01  5.00000000e-09  1.08247529e+08  5.00000000e-09  1.22931144e+08  5.00000000e-09  1.95650992e+07  5.00000000e-09  1.42103302e+01 
 5.50000000e-09  7.79014721e-08  5.50000000e-09  5.49988688e-09  5.50000000e-09  5.80640852e-16  5.50000000e-09 -1.24380475e-16  5.50000000e-09  1.03402140e-17  5.50000000e-09  8.02600366e-17  5.50000000e-09  1.20097790e-16  5.50000000e-09 -6.62651858e-18  5.50000000e-09  1.01158539e-08  5.50000000e-09  6.92997286e-01  5.50000000e-09  4.51374178e-02  5.50000000e-09  3.59523305e-01  5.50000000e-09  3.59523304e-01  5.50000000e-09  9.88547295e+07  5.50000000e-09  1.34164642e+08  5.50000000e-09  2.13529660e+07  5.50000000e-09  1.41641953e+01 
