,n_embd,n_head,block_size,n_layer,mlp_expansion_factor,n_cols,MAC NUM,Wmem Depth,Cache Depth,best_val_loss,perplexity,Power (W),Area (um^2),Clock Period (ns) Entered,Clock_Min_Period,F_max (MHz),Clock Slack (ns),TTFT (ms),TPOT (ms),Throughput (tokens/s),Energy per token (mJ/token),EDP (mJ * ms),EADP (mJ * ms * um^2)
1938,768.0,12.0,512.0,9.0,4.0,8,8,3072,1024,3.574773312,35.68653019051088,5.5680000000000005,443613988.1472,3,4.043,247.3410833539451,-1.255,136.95225856000002,291.89295616,3.4259134346902633,1625.2599798988801,2.2258302499433183e-07,98.74094341160344
1939,768.0,12.0,512.0,9.0,4.0,16,4,3072,1024,3.574773312,35.68653019051088,7.3344,452482693.93920004,3,4.086,244.73813020068525,-1.301,142.92762624000002,294.99743232000003,3.3898600138161363,2163.629167607808,3.0924238098981114e-07,139.9268256304422
1940,768.0,12.0,512.0,9.0,4.0,2,32,3072,1024,3.574773312,35.68653019051088,3.12,436511396.1984,4,8.194,122.04051745179399,-4.625,270.76646912000007,591.58320128,1.6903793039361403,1845.7395879936,4.997643911560307e-07,218.1528521537623
1941,768.0,12.0,512.0,9.0,4.0,4,16,3072,1024,3.574773312,35.68653019051088,3.4704,439035497.01119995,4,4.916,203.4174125305126,-1.175,163.80583936000005,354.92104191999994,2.8175280749497023,1231.7179838791678,2.0176259820413407e-07,88.58094258082303
1942,768.0,12.0,512.0,9.0,4.0,8,8,3072,1024,3.574773312,35.68653019051088,4.1856,443613988.1472,4,4.043,247.3410833539451,-0.255,136.95225856000002,291.89295616,3.4259134346902633,1221.7471573032958,1.6732103258194597e-07,74.22595056458464
1943,768.0,12.0,512.0,9.0,4.0,16,4,3072,1024,3.574773312,35.68653019051088,5.5104,452482693.93920004,4,4.086,244.73813020068525,-0.301,142.92762624000002,294.99743232000003,3.3898600138161363,1625.553851056128,2.3233655325674293e-07,105.12826951815946
1944,768.0,12.0,512.0,9.0,4.0,2,32,3072,1024,3.574773312,35.68653019051088,2.496,436511396.1984,5,8.384,119.27480916030534,-3.825,277.04492032,605.30065408,1.652071566847893,1510.8304325836798,4.185678968121767e-07,182.7096570413111
1945,768.0,12.0,512.0,9.0,4.0,4,16,3072,1024,3.574773312,35.68653019051088,2.7888,439035497.01119995,5,5.106,195.84802193497845,-0.375,170.13682176000003,368.63849472,2.71268468790692,1028.0590340751362,1.7491069663919923e-07,76.79200463156606
1946,768.0,12.0,512.0,9.0,4.0,8,8,3072,1024,3.574773312,35.68653019051088,3.3600000000000003,443613988.1472,5,4.174,239.57834211787252,0.606,141.38974208,301.35077888000006,3.318391954109423,1012.5386170368002,1.4316257390887308e-07,63.50892036513347
1947,768.0,12.0,512.0,9.0,4.0,16,4,3072,1024,3.574773312,35.68653019051088,4.416,452482693.93920004,5,4.086,244.73813020068525,0.699,142.92762624000002,294.99743232000003,3.3898600138161363,1302.7086611251202,1.86193056616902e-07,84.24913585078981
1948,768.0,12.0,512.0,9.0,4.0,2,32,3072,1024,3.574773312,35.68653019051088,2.0952,436511396.1984,6,8.574,116.63167716351761,-3.025,283.32337151999997,619.0181068799999,1.6154616300971234,1296.966737534976,3.6746098882770426e-07,160.40090928162584
1949,768.0,12.0,512.0,9.0,4.0,4,16,3072,1024,3.574773312,35.68653019051088,2.3327999999999998,439035497.01119995,6,5.296,188.82175226586102,0.425,176.46780416,382.35594752000003,2.6153640514450025,891.9599543746559,1.574022145471493e-07,69.10515949437122
1950,768.0,12.0,512.0,9.0,4.0,8,8,3072,1024,3.574773312,35.68653019051088,2.8128,443613988.1472,6,4.364,229.14757103574703,1.406,147.82578687999998,315.06823168,3.173915677463963,886.2239220695039,1.310067486318042e-07,58.116426234752396
1951,768.0,12.0,512.0,9.0,4.0,16,4,3072,1024,3.574773312,35.68653019051088,3.6864,452482693.93920004,6,4.086,244.73813020068525,1.699,142.92762624000002,294.99743232000003,3.3898600138161363,1087.478534504448,1.554307255236747e-07,70.3297134058767
1952,1024.0,4.0,512.0,4.0,4.0,8,32,4096,1024,5.611882,273.6587794923492,6.304,724833838.3872,3,10.108,98.93153937475266,-7.64,190.63490332444448,571.8127047111112,1.7488243821116491,3604.7072904988454,6.871830258371675e-07,498.0935102920845
1953,1024.0,4.0,512.0,4.0,4.0,16,16,4096,1024,5.611882,273.6587794923492,6.912,728079951.6672,3,5.757,173.70158068438423,-3.06,109.83353002666666,325.67528106666674,3.070543139549166,2251.067542732801,2.4724269454679785e-07,180.01244909570087
1954,1024.0,4.0,512.0,4.0,4.0,32,8,4096,1024,5.611882,273.6587794923492,8.2048,734223443.7632,3,3.955,252.84450063211125,-1.163,77.18247537777778,223.73558044444448,4.469561783662339,1835.7056904305782,1.4168430925250465e-07,104.0279414665842
1955,1024.0,4.0,512.0,4.0,4.0,64,4,4096,1024,5.611882,273.6587794923492,10.5472,745941081.9072,3,4.106,243.54603019970776,-1.322,83.71714275555556,232.27769742222225,4.3051916352617035,2449.879330251662,2.0509689762456323e-07,152.99020170987694
1956,1024.0,4.0,512.0,4.0,4.0,8,32,4096,1024,5.611882,273.6587794923492,4.736,724833838.3872,4,10.298,97.10623422023694,-6.84,194.21826616888887,582.5610638222223,1.7165582496003644,2759.0091982620443,5.358499828304704e-07,388.4021998547251
1957,1024.0,4.0,512.0,4.0,4.0,16,16,4096,1024,5.611882,273.6587794923492,5.2224,728079951.6672,4,5.947,168.15200941651253,-2.26,113.45839900444444,336.4236401777778,2.9724427197552634,1756.938818464427,1.9933946549173415e-07,145.13506840058727
1958,1024.0,4.0,512.0,4.0,4.0,32,8,4096,1024,5.611882,273.6587794923492,6.1824,734223443.7632,4,4.14,241.54589371980677,-0.358,80.7927808,234.20108800000003,4.269834988981776,1447.9248064512003,1.1698187150249425e-07,85.89083255242548
1959,1024.0,4.0,512.0,4.0,4.0,64,4,4096,1024,5.611882,273.6587794923492,7.936,745941081.9072,4,4.106,243.54603019970776,-0.322,83.71714275555556,232.27769742222225,4.3051916352617035,1843.3558067427552,1.5432048122236552e-07,115.11398672345108
1960,1024.0,4.0,512.0,4.0,4.0,8,32,4096,1024,5.611882,273.6587794923492,3.808,724833838.3872,5,10.488,95.34706331045004,-6.04,197.80162901333333,593.3094229333333,1.6854611798612276,2259.322282530133,4.4689762795058286e-07,323.92652303355584
1961,1024.0,4.0,512.0,4.0,4.0,16,16,4096,1024,5.611882,273.6587794923492,4.1984,728079951.6672,5,6.137,162.94606485253382,-1.46,117.08326798222221,347.1719992888889,2.8804166293603637,1457.5669218144712,1.7065669850882646e-07,124.25172080199029
1962,1024.0,4.0,512.0,4.0,4.0,32,8,4096,1024,5.611882,273.6587794923492,4.9664,734223443.7632,5,4.33,230.94688221709006,0.442,84.50066204444445,244.94944711111117,4.0824750241072865,1216.5169341326225,1.0279648632248441e-07,75.4755901944512
1963,1024.0,4.0,512.0,4.0,4.0,64,4,4096,1024,5.611882,273.6587794923492,6.3744,745941081.9072,5,4.106,243.54603019970776,0.678,83.71714275555556,232.27769742222225,4.3051916352617035,1480.6309544482133,1.2395419298183555e-07,92.46252481980426
1964,1024.0,4.0,512.0,4.0,4.0,8,32,4096,1024,5.611882,273.6587794923492,3.1936,724833838.3872,6,10.678,93.65049634763064,-5.24,201.3849918577778,604.0577820444446,1.6554707674081803,1929.1189327371383,3.884956005619536e-07,281.5947573518613
1965,1024.0,4.0,512.0,4.0,4.0,16,16,4096,1024,5.611882,273.6587794923492,3.5136,728079951.6672,6,6.327,158.052789631737,-0.66,120.70813696000002,357.92035840000005,2.7939176314816736,1257.5889712742403,1.5180122178395653e-07,110.52342621948497
1966,1024.0,4.0,512.0,4.0,4.0,32,8,4096,1024,5.611882,273.6587794923492,4.1472,734223443.7632,6,4.52,221.23893805309737,1.242,88.2085432888889,255.69780622222223,3.910866560704547,1060.4299419648,9.353898044063601e-08,68.67851234522239
1967,1024.0,4.0,512.0,4.0,4.0,64,4,4096,1024,5.611882,273.6587794923492,5.3248,745941081.9072,6,4.106,243.54603019970776,1.678,83.71714275555556,232.27769742222225,4.3051916352617035,1236.8322832338488,1.0354406482016784e-07,77.23777173702524
1968,384.0,6.0,512.0,32.0,6.0,1,32,3072,2048,3.735394955,41.904572715714224,1.182,135896345.1072,3,7.894,126.67848999239929,-5.31,1235.0083709155558,739.438628408889,1.3523772786279535,874.0164587793068,1.0794176429104148e-06,146.68891251575408
1969,384.0,6.0,512.0,32.0,6.0,2,16,3072,2048,3.735394955,41.904572715714224,1.296,136514270.2464,3,4.631,215.93608291945583,-1.875,726.0327844977777,433.7902569244445,2.305261549878874,562.1921729740801,4.0816994876722773e-07,55.721022692468566
1970,384.0,6.0,512.0,32.0,6.0,2,32,1536,1024,3.735394955,41.904572715714224,1.62,137952004.1472,3,4.663,214.4542140253056,-1.908,381.8231853511112,414.0379249777778,2.4152376863874774,670.7414384640001,2.5610463258131087e-07,35.330147335974125
1971,384.0,6.0,512.0,32.0,6.0,4,8,3072,2048,3.735394955,41.904572715714224,1.5408,137706803.9808,3,3.842,260.28110359187923,-1.044,604.8538806044446,359.8838624711112,2.7786741898722194,554.509055295488,3.353969539257805e-07,46.18644259001486
1972,384.0,6.0,512.0,32.0,6.0,4,16,1536,1024,3.735394955,41.904572715714224,1.8624,139182209.0112,3,3.799,263.2271650434325,-0.999,312.3206189511111,337.32148337777784,2.96453101648455,628.2275306427734,1.9620841121247916e-07,27.308720099130753
1973,384.0,6.0,512.0,32.0,6.0,8,4,3072,2048,3.735394955,41.904572715714224,1.9824000000000002,139931998.1184,3,4.057,246.48755237860485,-1.271,644.019359288889,380.02312078222235,2.6314188408895895,753.3578346386777,4.851770299792659e-07,67.89179124614955
1974,384.0,6.0,512.0,32.0,6.0,8,8,1536,1024,3.735394955,41.904572715714224,2.3376,141597635.5968,3,3.96,252.52525252525254,-1.169,328.1518592,351.6170240000001,2.8440033665719207,821.9399553024001,2.6972112448324755e-07,38.191873497338015
1975,384.0,6.0,512.0,32.0,6.0,16,4,1536,1024,3.735394955,41.904572715714224,3.216,145832537.20319998,3,4.22,236.96682464454977,-1.443,355.2284216888889,374.7029902222222,2.6687804103376322,1205.0448165546668,4.2806616824909097e-07,62.42597540661682
1976,384.0,6.0,512.0,32.0,6.0,1,32,3072,2048,3.735394955,41.904572715714224,0.8879999999999999,135896345.1072,4,8.084,123.70113805047006,-4.51,1264.733680071111,757.2361124977778,1.3205920630243775,672.4256678980266,8.504393895349459e-07,115.57160477299749
1977,384.0,6.0,512.0,32.0,6.0,2,16,3072,2048,3.735394955,41.904572715714224,0.9803999999999999,136514270.2464,4,4.677,213.81227282446014,-0.923,733.2445115733334,438.0991214933334,2.28258846215289,429.5123787120641,3.14937594343428e-07,42.99347586494983
1978,384.0,6.0,512.0,32.0,6.0,2,32,1536,1024,3.735394955,41.904572715714224,1.224,137952004.1472,4,4.853,206.058108386565,-1.108,397.38106766222216,430.90843875555555,2.3206786176848975,527.4319290368,2.0959146307978897e-07,28.913562384000763
1979,384.0,6.0,512.0,32.0,6.0,4,8,3072,2048,3.735394955,41.904572715714224,1.1592,137706803.9808,4,4.032,248.015873015873,-0.244,634.76596736,377.68134656000007,2.647734681916931,437.8082169323521,2.7790575633922117e-07,38.269513513341096
1980,384.0,6.0,512.0,32.0,6.0,4,16,1536,1024,3.735394955,41.904572715714224,1.4016,139182209.0112,4,3.799,263.2271650434325,0.001,312.3206189511111,337.32148337777784,2.96453101648455,472.7897911022934,1.476620001908348e-07,20.551923373572624
1981,384.0,6.0,512.0,32.0,6.0,8,4,3072,2048,3.735394955,41.904572715714224,1.4928,139931998.1184,4,4.057,246.48755237860485,-0.271,644.019359288889,380.02312078222235,2.6314188408895895,567.2985147037015,3.653512259650162e-07,51.12432706429178
1982,384.0,6.0,512.0,32.0,6.0,8,8,1536,1024,3.735394955,41.904572715714224,1.7616,141597635.5968,4,3.96,252.52525252525254,-0.169,328.1518592,351.6170240000001,2.8440033665719207,619.4085494784002,2.0326006711571223e-07,28.78114491483173
1983,384.0,6.0,512.0,32.0,6.0,16,4,1536,1024,3.735394955,41.904572715714224,2.4192,145832537.20319998,4,4.22,236.96682464454977,-0.443,355.2284216888889,374.7029902222222,2.6687804103376322,906.4814739456,3.2200798327991315e-07,46.959241201395336
1984,384.0,6.0,512.0,32.0,6.0,1,32,3072,2048,3.735394955,41.904572715714224,0.714,135896345.1072,5,8.274,120.86052695189753,-3.71,1294.4589892266667,775.0335965866666,1.29026664702551,553.3739879628799,7.163199331227592e-07,97.34526083881691
1985,384.0,6.0,512.0,32.0,6.0,2,16,3072,2048,3.735394955,41.904572715714224,0.7872000000000001,136514270.2464,5,4.867,205.4653790836244,-0.123,763.032079928889,455.89660558222226,2.1934798104559414,358.88180791432546,2.7383833234150776e-07,37.382840105092086
1986,384.0,6.0,512.0,32.0,6.0,2,32,1536,1024,3.735394955,41.904572715714224,0.9816,137952004.1472,5,5.043,198.294665873488,-0.308,412.93894997333337,447.7789525333334,2.2332447613771182,439.53981980672,1.815031116624551e-07,25.03871801278871
1987,384.0,6.0,512.0,32.0,6.0,4,8,3072,2048,3.735394955,41.904572715714224,0.9312,137706803.9808,5,4.222,236.85457129322594,0.556,664.6780541155556,395.47883064888896,2.5285803499500394,368.2698871002454,2.4478091194714644e-07,33.70799705974716
1988,384.0,6.0,512.0,32.0,6.0,4,16,1536,1024,3.735394955,41.904572715714224,1.1256,139182209.0112,5,3.87,258.39793281653743,0.926,318.1576192,343.6257280000001,2.9101429797480116,386.7851194368001,1.2305863274199994e-07,17.127572342929536
1989,384.0,6.0,512.0,32.0,6.0,8,4,3072,2048,3.735394955,41.904572715714224,1.1951999999999998,139931998.1184,5,4.057,246.48755237860485,0.729,644.019359288889,380.02312078222235,2.6314188408895895,454.20363395891206,2.925159333289036e-07,40.932339032182156
1990,384.0,6.0,512.0,32.0,6.0,8,8,1536,1024,3.735394955,41.904572715714224,1.4112,141597635.5968,5,3.96,252.52525252525254,0.831,328.1518592,351.6170240000001,2.8440033665719207,496.2019442688001,1.6282959055046152e-07,23.056285027140397
1991,384.0,6.0,512.0,32.0,6.0,16,4,1536,1024,3.735394955,41.904572715714224,1.9392,145832537.20319998,5,4.22,236.96682464454977,0.557,355.2284216888889,374.7029902222222,2.6687804103376322,726.6240386389334,2.581175104069145e-07,37.641931439213714
1992,384.0,6.0,512.0,32.0,6.0,1,32,3072,2048,3.735394955,41.904572715714224,0.5994,135896345.1072,6,8.464,118.14744801512286,-2.91,1324.1842983822223,792.8310806755558,1.2613027218205417,475.2229497569282,6.29282768299008e-07,85.51722825077617
1993,384.0,6.0,512.0,32.0,6.0,2,16,3072,2048,3.735394955,41.904572715714224,0.6587999999999999,136514270.2464,6,5.057,197.74569903104606,0.677,792.8196482844446,473.6940896711112,2.111067082754413,312.069666275328,2.474149630566496e-07,33.775673129718534
1994,384.0,6.0,512.0,32.0,6.0,2,32,1536,1024,3.735394955,41.904572715714224,0.8208,137952004.1472,6,5.233,191.0949742021785,0.492,428.49683228444434,464.6494663111111,2.1521600098652414,381.38428194816,1.6342195669786395e-07,22.544386448127266
1995,384.0,6.0,512.0,32.0,6.0,4,8,3072,2048,3.735394955,41.904572715714224,0.78,137706803.9808,6,4.412,226.65457842248415,1.356,694.5901408711112,413.2763147377778,2.419688630437232,322.3555254954667,2.2390496986447726e-07,30.8332377954545
1996,384.0,6.0,512.0,32.0,6.0,4,16,1536,1024,3.735394955,41.904572715714224,0.9408,139182209.0112,6,4.06,246.30541871921184,1.726,333.77776071111106,360.49624177777775,2.7739540225676866,339.15486426453333,1.1320235112849675e-07,15.755753295325688
1997,384.0,6.0,512.0,32.0,6.0,8,4,3072,2048,3.735394955,41.904572715714224,0.9984,139931998.1184,6,4.057,246.48755237860485,1.729,644.019359288889,380.02312078222235,2.6314188408895895,379.4150837889708,2.4435065916631306e-07,34.19247597869032
1998,384.0,6.0,512.0,32.0,6.0,8,8,1536,1024,3.735394955,41.904572715714224,1.1808,141597635.5968,6,4.044,247.27992087042534,1.743,335.1126562133333,359.0755669333334,2.784929112666866,423.9964294348801,1.4208656969289182e-07,20.11912231857342
1999,384.0,6.0,512.0,32.0,6.0,16,4,1536,1024,3.735394955,41.904572715714224,1.6223999999999998,145832537.20319998,6,4.22,236.96682464454977,1.557,355.2284216888889,374.7029902222222,2.6687804103376322,607.9181313365333,2.1594979831073537e-07,31.492506996173848
2000,384.0,6.0,512.0,33.0,6.0,1,32,3072,2048,3.762997389,43.07735224291564,1.182,135896345.1072,3,7.894,126.67848999239929,-5.31,1273.6023825066668,762.5460855466669,1.3113961489725612,901.3294731161601,1.1479353643842203e-06,156.00022043911738
2001,384.0,6.0,512.0,33.0,6.0,2,16,3072,2048,3.762997389,43.07735224291564,1.296,136514270.2464,3,4.631,215.93608291945583,-1.875,748.7213090133333,447.3462024533334,2.235405139276484,579.7606783795201,4.340791740307724e-07,59.25800167197096
2002,384.0,6.0,512.0,33.0,6.0,2,32,1536,1024,3.762997389,43.07735224291564,1.62,137952004.1472,3,4.663,214.4542140253056,-1.908,393.7551598933334,426.9766101333334,2.342048665587857,691.7021084160001,2.72361274297898e-07,37.5727836414803
2003,384.0,6.0,512.0,33.0,6.0,4,8,3072,2048,3.762997389,43.07735224291564,1.5408,137706803.9808,3,3.842,260.28110359187923,-1.044,623.7555643733334,371.13023317333335,2.6944719416942733,571.837463273472,3.566867996339599e-07,49.1181991997326
2004,384.0,6.0,512.0,33.0,6.0,4,16,1536,1024,3.762997389,43.07735224291564,1.8624,139182209.0112,3,3.799,263.2271650434325,-0.999,322.0806382933333,347.8627797333334,2.8746967432577453,647.8596409753602,2.086630466898338e-07,29.042183777298234
2005,384.0,6.0,512.0,33.0,6.0,8,4,3072,2048,3.762997389,43.07735224291564,1.9824000000000002,139931998.1184,3,4.057,246.48755237860485,-1.271,664.1449642666668,391.8988433066668,2.5516788760141473,776.9002669711364,5.159744000463092e-07,72.20132877642271
2006,384.0,6.0,512.0,33.0,6.0,8,8,1536,1024,3.762997389,43.07735224291564,2.3376,141597635.5968,3,3.96,252.52525252525254,-1.169,338.4066048,362.60505600000005,2.757821446372772,847.6255789056,2.868420942990786e-07,40.61616234238387
2007,384.0,6.0,512.0,33.0,6.0,16,4,1536,1024,3.762997389,43.07735224291564,3.216,145832537.20319998,3,4.22,236.96682464454977,-1.443,366.3293098666667,386.4124586666666,2.5879082766910377,1242.702467072,4.5523833713208975e-07,66.38856173613837
2008,384.0,6.0,512.0,33.0,6.0,1,32,3072,2048,3.762997389,43.07735224291564,0.8879999999999999,135896345.1072,4,8.084,123.70113805047006,-4.51,1304.256607573333,780.8997410133334,1.2805741217206086,693.4389700198399,9.044223585972226e-07,122.90769296659595
2009,384.0,6.0,512.0,33.0,6.0,2,16,3072,2048,3.762997389,43.07735224291564,0.9803999999999999,136514270.2464,4,4.677,213.81227282446014,-0.923,756.15840256,451.7897190400001,2.2134191148149234,442.93464054681607,3.3492875023436826e-07,45.722553922783554
2010,384.0,6.0,512.0,33.0,6.0,2,32,1536,1024,3.762997389,43.07735224291564,1.224,137952004.1472,4,4.853,206.058108386565,-1.108,409.7992260266666,444.37432746666667,2.2503550232095977,543.9141768192,2.228956086854396e-07,30.74889593376643
2011,384.0,6.0,512.0,33.0,6.0,4,8,3072,2048,3.762997389,43.07735224291564,1.1592,137706803.9808,4,4.032,248.015873015873,-0.244,654.60240384,389.48388864000003,2.567500297616418,451.4897237114881,2.955462584505976e-07,40.6987306797153
2012,384.0,6.0,512.0,33.0,6.0,4,16,1536,1024,3.762997389,43.07735224291564,1.4016,139182209.0112,4,3.799,263.2271650434325,0.001,322.0806382933333,347.8627797333334,2.8746967432577453,487.56447207424014,1.5703507637482337e-07,21.856488822090423
2013,384.0,6.0,512.0,33.0,6.0,8,4,3072,2048,3.762997389,43.07735224291564,1.4928,139931998.1184,4,4.057,246.48755237860485,-0.271,664.1449642666668,391.8988433066668,2.5516788760141473,585.0265932881922,3.885424658944362e-07,54.36952360645874
2014,384.0,6.0,512.0,33.0,6.0,8,8,1536,1024,3.762997389,43.07735224291564,1.7616,141597635.5968,4,3.96,252.52525252525254,-0.169,338.4066048,362.60505600000005,2.757821446372772,638.7650666496,2.1616231746973688e-07,30.608073058839597
2015,384.0,6.0,512.0,33.0,6.0,16,4,1536,1024,3.762997389,43.07735224291564,2.4192,145832537.20319998,4,4.22,236.96682464454977,-0.443,366.3293098666667,386.4124586666666,2.5879082766910377,934.8090200063999,3.424479431560795e-07,49.940052410468276
2016,384.0,6.0,512.0,33.0,6.0,1,32,3072,2048,3.762997389,43.07735224291564,0.714,135896345.1072,5,8.274,120.86052695189753,-3.71,1334.91083264,799.2533964799999,1.2511676577217066,570.6669250867199,7.617894601276219e-07,103.52440337253087
2017,384.0,6.0,512.0,33.0,6.0,2,16,3072,2048,3.762997389,43.07735224291564,0.7872000000000001,136514270.2464,5,4.867,205.4653790836244,-0.123,786.8768324266667,470.1433745066667,2.12701072529061,370.0968644116481,2.912206483592792e-07,39.755774291450464
2018,384.0,6.0,512.0,33.0,6.0,2,32,1536,1024,3.762997389,43.07735224291564,0.9816,137952004.1472,5,5.043,198.294665873488,-0.308,425.84329216000003,461.77204480000006,2.165570677699024,453.27543917568005,1.9302430527384145e-07,26.628089761647374
2019,384.0,6.0,512.0,33.0,6.0,4,8,3072,2048,3.762997389,43.07735224291564,0.9312,137706803.9808,5,4.222,236.85457129322594,0.556,685.4492433066666,407.8375441066667,2.4519567029818563,379.7783210721281,2.6031876280316654e-07,35.84766484186002
2020,384.0,6.0,512.0,33.0,6.0,4,16,1536,1024,3.762997389,43.07735224291564,1.1256,139182209.0112,5,3.87,258.39793281653743,0.926,328.10004480000003,354.36403200000007,2.821956828846557,398.87215441920006,1.3086997173441206e-07,18.21477175922878
2021,384.0,6.0,512.0,33.0,6.0,8,4,3072,2048,3.762997389,43.07735224291564,1.1951999999999998,139931998.1184,5,4.057,246.48755237860485,0.729,664.1449642666668,391.8988433066668,2.5516788760141473,468.3974975201281,3.1108383925310166e-07,43.53058320902967
2022,384.0,6.0,512.0,33.0,6.0,8,8,1536,1024,3.762997389,43.07735224291564,1.4112,141597635.5968,5,3.96,252.52525252525254,0.831,338.4066048,362.60505600000005,2.757821446372772,511.7082550272001,1.7316545323188734e-07,24.519818744683498
2023,384.0,6.0,512.0,33.0,6.0,16,4,1536,1024,3.762997389,43.07735224291564,1.9392,145832537.20319998,5,4.22,236.96682464454977,0.557,366.3293098666667,386.4124586666666,2.5879082766910377,749.3310398463999,2.745019226886034e-07,40.03131185283568
2024,384.0,6.0,512.0,33.0,6.0,1,32,3072,2048,3.762997389,43.07735224291564,0.5994,135896345.1072,6,8.464,118.14744801512286,-2.91,1365.5650577066667,817.6070519466668,1.2230814272199193,490.0736669368321,6.692274752711129e-07,90.94556793466332
2025,384.0,6.0,512.0,33.0,6.0,2,16,3072,2048,3.762997389,43.07735224291564,0.6587999999999999,136514270.2464,6,5.057,197.74569903104606,0.677,817.5952622933336,488.49702997333344,2.047095352973976,321.82184334643205,2.631200144225502e-07,35.91963675611668
2026,384.0,6.0,512.0,33.0,6.0,2,32,1536,1024,3.762997389,43.07735224291564,0.8208,137952004.1472,6,5.233,191.0949742021785,0.492,441.88735829333325,479.1697621333333,2.086943039869325,393.30254075903997,1.7379542074606823e-07,23.97542660352597
2027,384.0,6.0,512.0,33.0,6.0,4,8,3072,2048,3.762997389,43.07735224291564,0.78,137706803.9808,6,4.412,226.65457842248415,1.356,716.2960827733333,426.1911995733334,2.3463647325451946,332.42913566720006,2.381176876781404e-07,32.79042574145504
2028,384.0,6.0,512.0,33.0,6.0,4,16,1536,1024,3.762997389,43.07735224291564,0.9408,139182209.0112,6,4.06,246.30541871921184,1.726,344.2083157333333,371.76174933333334,2.689894809762605,349.75345377279996,1.2038804724505173e-07,16.75587435411101
2029,384.0,6.0,512.0,33.0,6.0,8,4,3072,2048,3.762997389,43.07735224291564,0.9984,139931998.1184,6,4.057,246.48755237860485,1.729,664.1449642666668,391.8988433066668,2.5516788760141473,391.27180515737615,2.598611990547998e-07,36.362896817181415
2030,384.0,6.0,512.0,33.0,6.0,8,8,1536,1024,3.762997389,43.07735224291564,1.1808,141597635.5968,6,4.044,247.27992087042534,1.743,345.58492671999994,370.2966784,2.7005373213739308,437.2463178547201,1.5110573671441324e-07,21.39621504387349
2031,384.0,6.0,512.0,33.0,6.0,16,4,1536,1024,3.762997389,43.07735224291564,1.6223999999999998,145832537.20319998,6,4.22,236.96682464454977,1.557,366.3293098666667,386.4124586666666,2.5879082766910377,626.9155729407998,2.2965754918006913e-07,33.49154308479816
2032,384.0,6.0,512.0,34.0,6.0,1,32,3072,2048,3.700433016,40.4648224825521,1.182,135896345.1072,3,7.894,126.67848999239929,-5.31,1312.1963940977778,785.6535426844447,1.27282567400278,928.6424874530135,1.2185613234418353e-06,165.598030144738
2033,384.0,6.0,512.0,34.0,6.0,2,16,3072,2048,3.700433016,40.4648224825521,1.296,136514270.2464,3,4.631,215.93608291945583,-1.875,771.4098335288888,460.9021479822223,2.169657929297764,597.3291837849602,4.6078560622550313e-07,62.90381077391959
2034,384.0,6.0,512.0,34.0,6.0,2,32,1536,1024,3.700433016,40.4648224825521,1.62,137952004.1472,3,4.663,214.4542140253056,-1.908,405.68713443555566,439.9152952888889,2.273164881305861,712.6627783680001,2.8911812037499546e-07,39.884424141002036
2035,384.0,6.0,512.0,34.0,6.0,4,8,3072,2048,3.700433016,40.4648224825521,1.5408,137706803.9808,3,3.842,260.28110359187923,-1.044,642.6572481422223,382.3766038755556,2.6152227669385595,589.165871251456,3.786317175177756e-07,52.140163705133965
2036,384.0,6.0,512.0,34.0,6.0,4,16,1536,1024,3.700433016,40.4648224825521,1.8624,139182209.0112,3,3.799,263.2271650434325,-0.999,331.8406576355556,358.404076088889,2.7901468390442825,667.4917513079469,2.2150090172033779e-07,30.828984799409326
2037,384.0,6.0,512.0,34.0,6.0,8,4,3072,2048,3.700433016,40.4648224825521,1.9824000000000002,139931998.1184,3,4.057,246.48755237860485,-1.271,684.2705692444445,403.7745658311112,2.476629497307849,800.442699303595,5.477193815000306e-07,76.6434674614735
2038,384.0,6.0,512.0,34.0,6.0,8,8,1536,1024,3.700433016,40.4648224825521,2.3376,141597635.5968,3,3.96,252.52525252525254,-1.169,348.6613504,373.5930880000001,2.6767090508912195,873.3112025088002,3.0448986318616617e-07,43.115044690354246
2039,384.0,6.0,512.0,34.0,6.0,16,4,1536,1024,3.700433016,40.4648224825521,3.216,145832537.20319998,3,4.22,236.96682464454977,-1.443,377.43019804444447,398.1219271111111,2.511793327376595,1280.3601175893334,4.832465727499502e-07,70.473073798876
2040,384.0,6.0,512.0,34.0,6.0,1,32,3072,2048,3.700433016,40.4648224825521,0.8879999999999999,135896345.1072,4,8.084,123.70113805047006,-4.51,1343.7795350755553,804.5633695288889,1.2429101769641202,714.4522721416532,9.60066342092185e-07,130.4695069507667
2041,384.0,6.0,512.0,34.0,6.0,2,16,3072,2048,3.700433016,40.4648224825521,0.9803999999999999,136514270.2464,4,4.677,213.81227282446014,-0.923,779.0722935466667,465.4803165866668,2.1483185526144846,456.3569023815681,3.555350186142605e-07,48.53560361316601
2042,384.0,6.0,512.0,34.0,6.0,2,32,1536,1024,3.700433016,40.4648224825521,1.224,137952004.1472,4,4.853,206.058108386565,-1.108,422.217384391111,457.8402161777778,2.1841681107622564,560.3964246016,2.36609112617418e-07,32.64070128506336
2043,384.0,6.0,512.0,34.0,6.0,4,8,3072,2048,3.700433016,40.4648224825521,1.1592,137706803.9808,4,4.032,248.015873015873,-0.244,674.43884032,401.2864307200001,2.4919855829806408,465.17123049062417,3.13729545242324e-07,43.20269298967023
