Trial Number,Iteration Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,MAC NUM,Total Period (ns),ABC Max Fanout,ABC Map Effort,SYNTH_HIERARCHICAL,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
1445,496,4,3.985,-0.195,-0.195,512,3072,8,3.79,40,0.5,False,0.0414,4063914.9736,24644,2373,22271,0.025,5.02e-06,3e-08,0.025,3.41e-05,6.98e-05,4.32e-08,0.000104,24887,25565,2999,3677,24644,4063914.9736,0,0,0,29
1446,497,5,3.985,0.805,0.805,512,3072,8,4.79,40,0.5,False,0.0332,4063914.9736,24644,2373,22271,0.02,4.02e-06,3e-08,0.02,2.73e-05,5.58e-05,4.32e-08,8.31e-05,24887,25565,2999,3677,24644,4063914.9736,0,0,0,30
1447,498,6,3.985,1.805,1.805,512,3072,8,5.79,40,0.5,False,0.0278,4063914.9736,24644,2373,22271,0.0167,3.35e-06,3e-08,0.0167,2.27e-05,4.65e-05,4.32e-08,6.93e-05,24887,25565,2999,3677,24644,4063914.9736,0,0,0,31
1448,499,3,4.263,-1.488,-1.488,512,3072,16,2.775,40,0.5,False,0.0899,8030178.792,34959,3344,31615,0.0468,9.25e-06,4.08e-08,0.0468,5.6e-05,0.000118,5.73e-08,0.000174,35444,36506,4484,5546,34959,8030178.792,0,0,0,42
1449,500,4,4.263,-0.488,-0.488,512,3072,16,3.775,40,0.5,False,0.0677,8030178.792,34959,3344,31615,0.0351,6.94e-06,4.08e-08,0.0351,4.2e-05,8.84e-05,5.73e-08,0.00013,35444,36506,4484,5546,34959,8030178.792,0,0,0,41
145,501,4,4.058,-0.271,-0.271,3584,128,4,3.787,40,0.5,False,0.0283,2162263.7428,18861,1865,16996,0.0198,3.64e-06,2.44e-08,0.0198,2.68e-05,5.54e-05,3.57e-08,8.22e-05,19014,19500,2270,2756,18861,2162263.7428,0,0,0,24
1450,502,5,4.263,0.512,0.512,512,3072,16,4.775,40,0.5,False,0.0544,8030178.792,34959,3344,31615,0.0281,5.55e-06,4.08e-08,0.0281,3.36e-05,7.07e-05,5.73e-08,0.000104,35444,36506,4484,5546,34959,8030178.792,0,0,0,42
1451,503,6,4.263,1.512,1.512,512,3072,16,5.775,40,0.5,False,0.0455,8030178.792,34959,3344,31615,0.0234,4.62e-06,4.08e-08,0.0234,2.8e-05,5.89e-05,5.73e-08,8.7e-05,35444,36506,4484,5546,34959,8030178.792,0,0,0,41
1452,504,3,7.438,-4.829,-4.829,512,3072,32,2.609,40,0.5,False,0.16,15960376.6944,54963,5291,49672,0.0738,1.44e-05,6.24e-08,0.0738,7.63e-05,0.000167,8.48e-08,0.000244,55932,57762,7453,9283,54963,15960376.6944,0,0,0,65
1453,505,4,7.438,-3.829,-3.829,512,3072,32,3.6089999999999995,40,0.5,False,0.12,15960376.6944,54963,5291,49672,0.0553,1.08e-05,6.24e-08,0.0553,5.72e-05,0.000126,8.48e-08,0.000183,55932,57762,7453,9283,54963,15960376.6944,0,0,0,67
1454,506,5,7.438,-2.829,-2.829,512,3072,32,4.609,40,0.5,False,0.0968,15960376.6944,54963,5291,49672,0.0443,8.66e-06,6.24e-08,0.0443,4.58e-05,0.0001,8.48e-08,0.000146,55932,57762,7453,9283,54963,15960376.6944,0,0,0,65
1455,507,6,7.438,-1.829,-1.829,512,3072,32,5.609,40,0.5,False,0.081,15960376.6944,54963,5291,49672,0.0369,7.21e-06,6.24e-08,0.0369,3.81e-05,8.37e-05,8.48e-08,0.000122,55932,57762,7453,9283,54963,15960376.6944,0,0,0,65
1456,508,3,4.118,-1.335,-1.335,768,3072,4,2.7830000000000004,40,0.5,False,0.0367,2078131.146,19450,1831,17619,0.0259,5.64e-06,2.39e-08,0.0259,4.06e-05,7.96e-05,3.73e-08,0.00012,19572,20058,2199,2685,19450,2078131.146,0,0,0,24
1457,509,4,4.118,-0.335,-0.335,768,3072,4,3.7830000000000004,40,0.5,False,0.0276,2078131.146,19450,1831,17619,0.0194,4.23e-06,2.39e-08,0.0194,3.05e-05,5.97e-05,3.73e-08,9.02e-05,19572,20058,2199,2685,19450,2078131.146,0,0,0,26
1458,510,5,4.118,0.665,0.665,768,3072,4,4.783,40,0.5,False,0.0221,2078131.146,19450,1831,17619,0.0155,3.38e-06,2.39e-08,0.0155,2.44e-05,4.78e-05,3.73e-08,7.22e-05,19572,20058,2199,2685,19450,2078131.146,0,0,0,24
1459,511,6,4.118,1.665,1.665,768,3072,4,5.783,40,0.5,False,0.0185,2078131.146,19450,1831,17619,0.0129,2.82e-06,2.39e-08,0.0129,2.03e-05,3.98e-05,3.73e-08,6.02e-05,19572,20058,2199,2685,19450,2078131.146,0,0,0,25
146,512,5,4.058,0.729,0.729,3584,128,4,4.787,40,0.5,False,0.0227,2162263.7428,18861,1865,16996,0.0158,2.91e-06,2.44e-08,0.0158,2.14e-05,4.43e-05,3.57e-08,6.57e-05,19014,19500,2270,2756,18861,2162263.7428,0,0,0,24
1460,513,3,3.944,-1.151,-1.151,768,3072,8,2.793,40,0.5,False,0.055,4063883.6936,24726,2373,22353,0.0334,7.34e-06,3e-08,0.0334,4.91e-05,9.76e-05,4.42e-08,0.000147,24969,25647,2999,3677,24726,4063883.6936,0,0,0,30
1461,514,4,3.944,-0.151,-0.151,768,3072,8,3.793,40,0.5,False,0.0414,4063883.6936,24726,2373,22353,0.025,5.51e-06,3e-08,0.025,3.69e-05,7.32e-05,4.42e-08,0.00011,24969,25647,2999,3677,24726,4063883.6936,0,0,0,29
1462,515,5,3.944,0.849,0.849,768,3072,8,4.793,40,0.5,False,0.0332,4063883.6936,24726,2373,22353,0.02,4.4e-06,3e-08,0.02,2.95e-05,5.86e-05,4.42e-08,8.81e-05,24969,25647,2999,3677,24726,4063883.6936,0,0,0,30
1463,516,6,4.049,1.738,1.738,768,3072,8,5.787000000000001,40,0.5,False,0.0278,4063883.6936,24726,2373,22353,0.0167,3.67e-06,3e-08,0.0167,2.46e-05,4.88e-05,4.42e-08,7.34e-05,24969,25647,2999,3677,24726,4063883.6936,0,0,0,31
1464,517,3,4.263,-1.488,-1.488,768,3072,16,2.775,40,0.5,False,0.09,8032792.5488,35074,3346,31728,0.0469,9.12e-06,4.08e-08,0.0469,5.74e-05,0.000122,5.95e-08,0.00018,35559,36621,4486,5548,35074,8032792.5488,0,0,0,41
1465,518,4,4.263,-0.488,-0.488,768,3072,16,3.775,40,0.5,False,0.0677,8032792.5488,35074,3346,31728,0.0351,6.84e-06,4.08e-08,0.0352,4.31e-05,9.17e-05,5.95e-08,0.000135,35559,36621,4486,5548,35074,8032792.5488,0,0,0,42
1466,519,5,4.263,0.512,0.512,768,3072,16,4.775,40,0.5,False,0.0544,8032792.5488,35074,3346,31728,0.0281,5.47e-06,4.08e-08,0.0281,3.44e-05,7.34e-05,5.95e-08,0.000108,35559,36621,4486,5548,35074,8032792.5488,0,0,0,42
1467,520,6,4.263,1.512,1.512,768,3072,16,5.775,40,0.5,False,0.0455,8032792.5488,35074,3346,31728,0.0234,4.56e-06,4.08e-08,0.0234,2.87e-05,6.12e-05,5.95e-08,8.99e-05,35559,36621,4486,5548,35074,8032792.5488,0,0,0,43
1468,521,3,7.438,-4.829,-4.829,768,3072,32,2.609,40,0.5,False,0.16,15960441.7568,54795,5293,49502,0.0738,1.42e-05,6.24e-08,0.0738,7.7e-05,0.000168,8.63e-08,0.000245,55764,57594,7455,9285,54795,15960441.7568,0,0,0,65
1469,522,4,7.438,-3.829,-3.829,768,3072,32,3.6089999999999995,40,0.5,False,0.12,15960441.7568,54795,5293,49502,0.0553,1.06e-05,6.24e-08,0.0554,5.77e-05,0.000126,8.63e-08,0.000184,55764,57594,7455,9285,54795,15960441.7568,0,0,0,66
147,523,6,4.203,1.576,1.576,3584,128,4,5.779,40,0.5,False,0.019,2162263.7428,18861,1865,16996,0.0132,2.43e-06,2.44e-08,0.0132,1.78e-05,3.69e-05,3.57e-08,5.48e-05,19014,19500,2270,2756,18861,2162263.7428,0,0,0,24
1470,524,5,7.438,-2.829,-2.829,768,3072,32,4.609,40,0.5,False,0.0968,15960441.7568,54795,5293,49502,0.0443,8.51e-06,6.24e-08,0.0443,4.62e-05,0.000101,8.63e-08,0.000147,55764,57594,7455,9285,54795,15960441.7568,0,0,0,66
1471,525,6,7.438,-1.829,-1.829,768,3072,32,5.609,40,0.5,False,0.081,15960441.7568,54795,5293,49502,0.0369,7.09e-06,6.24e-08,0.0369,3.85e-05,8.41e-05,8.63e-08,0.000123,55764,57594,7455,9285,54795,15960441.7568,0,0,0,67
1472,526,3,4.083,-1.298,-1.298,1024,3072,4,2.785,40,0.5,False,0.0383,2357622.8512,19448,1831,17617,0.0259,5.25e-06,2.39e-08,0.0259,3.96e-05,7.9e-05,3.69e-08,0.000119,19601,20087,2233,2719,19448,2357622.8512,0,0,0,26
1473,527,4,4.083,-0.298,-0.298,1024,3072,4,3.785,40,0.5,False,0.0288,2357622.8512,19448,1831,17617,0.0194,3.93e-06,2.39e-08,0.0194,2.97e-05,5.93e-05,3.69e-08,8.9e-05,19601,20087,2233,2719,19448,2357622.8512,0,0,0,24
1474,528,5,4.083,0.702,0.702,1024,3072,4,4.785,40,0.5,False,0.0231,2357622.8512,19448,1831,17617,0.0155,3.15e-06,2.39e-08,0.0155,2.38e-05,4.74e-05,3.69e-08,7.12e-05,19601,20087,2233,2719,19448,2357622.8512,0,0,0,24
1475,529,6,4.083,1.702,1.702,1024,3072,4,5.785,40,0.5,False,0.0193,2357622.8512,19448,1831,17617,0.0129,2.62e-06,2.39e-08,0.0129,1.98e-05,3.95e-05,3.69e-08,5.94e-05,19601,20087,2233,2719,19448,2357622.8512,0,0,0,24
1476,530,3,4.338,-1.567,-1.567,1024,3072,8,2.771,40,0.5,False,0.0581,4623470.1824,25458,2373,23085,0.0334,6.61e-06,3e-08,0.0334,4.62e-05,9.59e-05,4.37e-08,0.000142,25763,26441,3065,3743,25458,4623470.1824,0,0,0,31
1477,531,4,4.338,-0.567,-0.567,1024,3072,8,3.771,40,0.5,False,0.0437,4623470.1824,25458,2373,23085,0.025,4.96e-06,3e-08,0.025,3.46e-05,7.19e-05,4.37e-08,0.000107,25763,26441,3065,3743,25458,4623470.1824,0,0,0,31
1478,532,5,4.338,0.433,0.433,1024,3072,8,4.771,40,0.5,False,0.0351,4623470.1824,25458,2373,23085,0.02,3.97e-06,3e-08,0.02,2.77e-05,5.75e-05,4.37e-08,8.53e-05,25763,26441,3065,3743,25458,4623470.1824,0,0,0,30
1479,533,6,4.338,1.433,1.433,1024,3072,8,5.771,40,0.5,False,0.0293,4623470.1824,25458,2373,23085,0.0167,3.31e-06,3e-08,0.0167,2.31e-05,4.79e-05,4.37e-08,7.11e-05,25763,26441,3065,3743,25458,4623470.1824,0,0,0,30
148,534,3,4.16,-1.379,-1.379,3584,128,8,2.781,40,0.5,False,0.0569,4236999.7896,24454,2446,22008,0.0344,6.59e-06,3.11e-08,0.0344,4.34e-05,8.95e-05,4.19e-08,0.000133,24759,25437,3150,3828,24454,4236999.7896,0,0,0,28
1480,535,3,4.285,-1.511,-1.511,1024,3072,16,2.774,40,0.5,False,0.0961,9146318.8608,35412,3346,32066,0.0469,9.04e-06,4.08e-08,0.0469,5.63e-05,0.000121,5.82e-08,0.000177,36021,37083,4616,5678,35412,9146318.8608,0,0,0,41
1481,536,4,4.285,-0.511,-0.511,1024,3072,16,3.774,40,0.5,False,0.0724,9146318.8608,35412,3346,32066,0.0351,6.78e-06,4.08e-08,0.0352,4.22e-05,9.07e-05,5.82e-08,0.000133,36021,37083,4616,5678,35412,9146318.8608,0,0,0,42
1482,537,5,4.285,0.489,0.489,1024,3072,16,4.774,40,0.5,False,0.0582,9146318.8608,35412,3346,32066,0.0281,5.43e-06,4.08e-08,0.0281,3.38e-05,7.25e-05,5.82e-08,0.000106,36021,37083,4616,5678,35412,9146318.8608,0,0,0,41
1483,538,6,4.285,1.489,1.489,1024,3072,16,5.774,40,0.5,False,0.0487,9146318.8608,35412,3346,32066,0.0234,4.52e-06,4.08e-08,0.0234,2.82e-05,6.04e-05,5.82e-08,8.87e-05,36021,37083,4616,5678,35412,9146318.8608,0,0,0,42
1484,539,3,7.438,-4.829,-4.829,1024,3072,32,2.609,40,0.5,False,0.172,18192297.7376,55105,5293,49812,0.0738,1.45e-05,6.24e-08,0.0738,8.03e-05,0.00017,8.28e-08,0.000251,56322,58152,7713,9543,55105,18192297.7376,0,0,0,65
1485,540,4,7.438,-3.829,-3.829,1024,3072,32,3.6089999999999995,40,0.5,False,0.13,18192297.7376,55105,5293,49812,0.0553,1.09e-05,6.24e-08,0.0554,6.02e-05,0.000128,8.28e-08,0.000188,56322,58152,7713,9543,55105,18192297.7376,0,0,0,66
1486,541,5,7.438,-2.829,-2.829,1024,3072,32,4.609,40,0.5,False,0.104,18192297.7376,55105,5293,49812,0.0443,8.71e-06,6.24e-08,0.0443,4.82e-05,0.000102,8.28e-08,0.00015,56322,58152,7713,9543,55105,18192297.7376,0,0,0,66
1487,542,6,7.438,-1.829,-1.829,1024,3072,32,5.609,40,0.5,False,0.0873,18192297.7376,55105,5293,49812,0.0369,7.26e-06,6.24e-08,0.0369,4.02e-05,8.51e-05,8.28e-08,0.000125,56322,58152,7713,9543,55105,18192297.7376,0,0,0,65
1488,543,3,4.021,-1.232,-1.232,1536,3072,4,2.7889999999999997,40,0.5,False,0.0398,2637021.9676,19421,1831,17590,0.0259,5.46e-06,2.39e-08,0.0259,4.08e-05,8.16e-05,3.73e-08,0.000122,19605,20091,2267,2753,19421,2637021.9676,0,0,0,25
1489,544,4,4.021,-0.232,-0.232,1536,3072,4,3.7889999999999997,40,0.5,False,0.0299,2637021.9676,19421,1831,17590,0.0194,4.1e-06,2.39e-08,0.0194,3.06e-05,6.12e-05,3.73e-08,9.18e-05,19605,20091,2267,2753,19421,2637021.9676,0,0,0,24
149,545,4,4.16,-0.379,-0.379,3584,128,8,3.781,40,0.5,False,0.0428,4236999.7896,24454,2446,22008,0.0258,4.94e-06,3.11e-08,0.0258,3.26e-05,6.71e-05,4.19e-08,9.97e-05,24759,25437,3150,3828,24454,4236999.7896,0,0,0,30
1490,546,5,4.021,0.768,0.768,1536,3072,4,4.789,40,0.5,False,0.024,2637021.9676,19421,1831,17590,0.0155,3.28e-06,2.39e-08,0.0155,2.45e-05,4.9e-05,3.73e-08,7.35e-05,19605,20091,2267,2753,19421,2637021.9676,0,0,0,24
1491,547,6,4.021,1.768,1.768,1536,3072,4,5.789,40,0.5,False,0.0201,2637021.9676,19421,1831,17590,0.0129,2.73e-06,2.39e-08,0.0129,2.04e-05,4.08e-05,3.73e-08,6.12e-05,19605,20091,2267,2753,19421,2637021.9676,0,0,0,26
1492,548,3,3.981,-1.191,-1.191,1536,3072,8,2.79,40,0.5,False,0.0612,5181018.4664,25213,2375,22838,0.0334,6.66e-06,3.01e-08,0.0334,4.6e-05,9.64e-05,4.43e-08,0.000142,25580,26258,3133,3811,25213,5181018.4664,0,0,0,28
1493,549,4,3.981,-0.191,-0.191,1536,3072,8,3.79,40,0.5,False,0.046,5181018.4664,25213,2375,22838,0.0251,5e-06,3.01e-08,0.0251,3.45e-05,7.23e-05,4.43e-08,0.000107,25580,26258,3133,3811,25213,5181018.4664,0,0,0,32
1494,550,5,3.981,0.809,0.809,1536,3072,8,4.79,40,0.5,False,0.037,5181018.4664,25213,2375,22838,0.0201,4e-06,3.01e-08,0.0201,2.76e-05,5.79e-05,4.43e-08,8.55e-05,25580,26258,3133,3811,25213,5181018.4664,0,0,0,30
1495,551,6,4.058,1.729,1.729,1536,3072,8,5.787,40,0.5,False,0.0309,5181018.4664,25213,2375,22838,0.0167,3.33e-06,3.01e-08,0.0167,2.3e-05,4.82e-05,4.43e-08,7.13e-05,25580,26258,3133,3811,25213,5181018.4664,0,0,0,31
1496,552,3,4.263,-1.488,-1.488,1536,3072,16,2.775,40,0.5,False,0.102,10261266.536,35594,3348,32246,0.0469,9.37e-06,4.08e-08,0.0469,5.62e-05,0.000123,5.75e-08,0.000179,36327,37389,4748,5810,35594,10261266.536,0,0,0,43
1497,553,4,4.263,-0.488,-0.488,1536,3072,16,3.775,40,0.5,False,0.077,10261266.536,35594,3348,32246,0.0352,7.03e-06,4.08e-08,0.0352,4.22e-05,9.19e-05,5.75e-08,0.000134,36327,37389,4748,5810,35594,10261266.536,0,0,0,42
1498,554,5,4.263,0.512,0.512,1536,3072,16,4.775,40,0.5,False,0.0619,10261266.536,35594,3348,32246,0.0281,5.62e-06,4.08e-08,0.0281,3.37e-05,7.35e-05,5.75e-08,0.000107,36327,37389,4748,5810,35594,10261266.536,0,0,0,43
1499,555,6,4.263,1.512,1.512,1536,3072,16,5.775,40,0.5,False,0.0518,10261266.536,35594,3348,32246,0.0234,4.69e-06,4.08e-08,0.0235,2.81e-05,6.13e-05,5.75e-08,8.94e-05,36327,37389,4748,5810,35594,10261266.536,0,0,0,41
15,556,6,3.873,1.923,1.923,128,128,32,5.796,40,0.5,False,0.0406,1735025.7888,53056,5265,47791,0.0367,6.91e-06,6.2e-08,0.0367,3.71e-05,7.46e-05,8.03e-08,0.000112,52785,54615,6134,7964,53056,1735025.7888,0,0,0,59
150,557,5,4.16,0.621,0.621,3584,128,8,4.781000000000001,40,0.5,False,0.0344,4236999.7896,24454,2446,22008,0.0206,3.95e-06,3.11e-08,0.0206,2.6e-05,5.37e-05,4.19e-08,7.98e-05,24759,25437,3150,3828,24454,4236999.7896,0,0,0,31
1500,558,3,7.526,-4.922,-4.922,1536,3072,32,2.604,40,0.5,False,0.184,20422382.0192,55784,5293,50491,0.0738,1.48e-05,6.24e-08,0.0738,7.97e-05,0.000176,8.67e-08,0.000256,57249,59079,7973,9803,55784,20422382.0192,0,0,0,68
1501,559,4,7.526,-3.922,-3.922,1536,3072,32,3.6039999999999996,40,0.5,False,0.139,20422382.0192,55784,5293,50491,0.0553,1.11e-05,6.24e-08,0.0554,5.98e-05,0.000132,8.67e-08,0.000192,57249,59079,7973,9803,55784,20422382.0192,0,0,0,68
1502,560,5,7.526,-2.922,-2.922,1536,3072,32,4.603999999999999,40,0.5,False,0.112,20422382.0192,55784,5293,50491,0.0443,8.89e-06,6.24e-08,0.0443,4.78e-05,0.000106,8.67e-08,0.000153,57249,59079,7973,9803,55784,20422382.0192,0,0,0,68
1503,561,6,7.526,-1.922,-1.922,1536,3072,32,5.604,40,0.5,False,0.0936,20422382.0192,55784,5293,50491,0.0369,7.41e-06,6.24e-08,0.0369,3.98e-05,8.79e-05,8.67e-08,0.000128,57249,59079,7973,9803,55784,20422382.0192,0,0,0,67
1504,562,3,3.729,-0.925,-0.925,2048,3072,4,2.8040000000000003,40,0.5,False,0.0413,2916056.9848,19820,1831,17989,0.0259,5.26e-06,2.39e-08,0.0259,3.97e-05,8.12e-05,3.8e-08,0.000121,20035,20521,2301,2787,19820,2916056.9848,0,0,0,25
1505,563,4,3.729,0.075,0.075,2048,3072,4,3.8040000000000003,40,0.5,False,0.0311,2916056.9848,19820,1831,17989,0.0194,3.95e-06,2.39e-08,0.0194,2.98e-05,6.09e-05,3.8e-08,9.07e-05,20035,20521,2301,2787,19820,2916056.9848,0,0,0,24
1506,564,5,3.729,1.075,1.075,2048,3072,4,4.804,40,0.5,False,0.025,2916056.9848,19820,1831,17989,0.0155,3.16e-06,2.39e-08,0.0155,2.38e-05,4.87e-05,3.8e-08,7.26e-05,20035,20521,2301,2787,19820,2916056.9848,0,0,0,25
1507,565,6,3.729,2.075,2.075,2048,3072,4,5.804,40,0.5,False,0.0209,2916056.9848,19820,1831,17989,0.0129,2.63e-06,2.39e-08,0.0129,1.98e-05,4.06e-05,3.8e-08,6.05e-05,20035,20521,2301,2787,19820,2916056.9848,0,0,0,26
1508,566,3,3.99,-1.2,-1.2,2048,3072,8,2.79,40,0.5,False,0.0642,5738206.4048,25322,2375,22947,0.0334,6.61e-06,3.01e-08,0.0334,4.59e-05,9.7e-05,4.49e-08,0.000143,25751,26429,3199,3877,25322,5738206.4048,0,0,0,30
1509,567,4,3.99,-0.2,-0.2,2048,3072,8,3.79,40,0.5,False,0.0484,5738206.4048,25322,2375,22947,0.0251,4.96e-06,3.01e-08,0.0251,3.45e-05,7.27e-05,4.49e-08,0.000107,25751,26429,3199,3877,25322,5738206.4048,0,0,0,30
151,568,6,4.16,1.621,1.621,3584,128,8,5.781000000000001,40,0.5,False,0.0287,4236999.7896,24454,2446,22008,0.0172,3.29e-06,3.11e-08,0.0172,2.17e-05,4.48e-05,4.19e-08,6.65e-05,24759,25437,3150,3828,24454,4236999.7896,0,0,0,30
1510,569,5,4.166,0.615,0.615,2048,3072,8,4.781000000000001,40,0.5,False,0.0388,5738206.4048,25322,2375,22947,0.0201,3.97e-06,3.01e-08,0.0201,2.76e-05,5.82e-05,4.49e-08,8.58e-05,25751,26429,3199,3877,25322,5738206.4048,0,0,0,31
1511,570,6,4.356,1.415,1.415,2048,3072,8,5.771,40,0.5,False,0.0325,5738206.4048,25322,2375,22947,0.0167,3.31e-06,3.01e-08,0.0167,2.3e-05,4.85e-05,4.49e-08,7.15e-05,25751,26429,3199,3877,25322,5738206.4048,0,0,0,30
1512,571,3,4.263,-1.488,-1.488,2048,3072,16,2.775,40,0.5,False,0.108,11377326.528,35696,3348,32348,0.0469,9.04e-06,4.08e-08,0.0469,5.67e-05,0.000125,5.78e-08,0.000182,36553,37615,4878,5940,35696,11377326.528,0,0,0,43
1513,572,4,4.263,-0.488,-0.488,2048,3072,16,3.775,40,0.5,False,0.0817,11377326.528,35696,3348,32348,0.0352,6.78e-06,4.08e-08,0.0352,4.25e-05,9.38e-05,5.78e-08,0.000136,36553,37615,4878,5940,35696,11377326.528,0,0,0,43
1514,573,5,4.263,0.512,0.512,2048,3072,16,4.775,40,0.5,False,0.0657,11377326.528,35696,3348,32348,0.0281,5.43e-06,4.08e-08,0.0281,3.4e-05,7.5e-05,5.78e-08,0.000109,36553,37615,4878,5940,35696,11377326.528,0,0,0,43
1515,574,6,4.263,1.512,1.512,2048,3072,16,5.775,40,0.5,False,0.055,11377326.528,35696,3348,32348,0.0234,4.52e-06,4.08e-08,0.0235,2.84e-05,6.25e-05,5.78e-08,9.1e-05,36553,37615,4878,5940,35696,11377326.528,0,0,0,42
1516,575,3,7.526,-4.922,-4.922,2048,3072,32,2.604,40,0.5,False,0.197,22652623.952,55897,5293,50604,0.0738,1.45e-05,6.24e-08,0.0738,7.96e-05,0.000179,8.72e-08,0.000259,57610,59440,8231,10061,55897,22652623.952,0,0,0,70
1517,576,4,7.526,-3.922,-3.922,2048,3072,32,3.6039999999999996,40,0.5,False,0.148,22652623.952,55897,5293,50604,0.0553,1.09e-05,6.24e-08,0.0554,5.97e-05,0.000134,8.72e-08,0.000194,57610,59440,8231,10061,55897,22652623.952,0,0,0,68
1518,577,5,7.526,-2.922,-2.922,2048,3072,32,4.603999999999999,40,0.5,False,0.119,22652623.952,55897,5293,50604,0.0443,8.72e-06,6.24e-08,0.0443,4.78e-05,0.000107,8.72e-08,0.000155,57610,59440,8231,10061,55897,22652623.952,0,0,0,70
1519,578,6,7.526,-1.922,-1.922,2048,3072,32,5.604,40,0.5,False,0.0999,22652623.952,55897,5293,50604,0.0369,7.26e-06,6.24e-08,0.0369,3.98e-05,8.95e-05,8.72e-08,0.000129,57610,59440,8231,10061,55897,22652623.952,0,0,0,69
152,579,3,5.954,-3.268,-3.268,3584,128,16,2.686,40,0.5,False,0.0937,8383933.1984,35969,3483,32486,0.0488,9.04e-06,4.28e-08,0.0488,5.76e-05,0.000121,5.93e-08,0.000179,36578,37640,4767,5829,35969,8383933.1984,0,0,0,41
1520,580,3,4.152,-1.37,-1.37,2560,3072,4,2.782,40,0.5,False,0.0429,3194271.2148,19662,1833,17829,0.0259,5.24e-06,2.39e-08,0.0259,3.95e-05,8.1e-05,3.7e-08,0.00012,19908,20394,2337,2823,19662,3194271.2148,0,0,0,24
1521,581,4,4.152,-0.37,-0.37,2560,3072,4,3.782,40,0.5,False,0.0323,3194271.2148,19662,1833,17829,0.0194,3.93e-06,2.39e-08,0.0194,2.96e-05,6.07e-05,3.7e-08,9.04e-05,19908,20394,2337,2823,19662,3194271.2148,0,0,0,25
1522,582,5,4.152,0.63,0.63,2560,3072,4,4.782,40,0.5,False,0.0259,3194271.2148,19662,1833,17829,0.0155,3.15e-06,2.39e-08,0.0155,2.37e-05,4.86e-05,3.7e-08,7.23e-05,19908,20394,2337,2823,19662,3194271.2148,0,0,0,25
1523,583,6,4.152,1.63,1.63,2560,3072,4,5.782,40,0.5,False,0.0217,3194271.2148,19662,1833,17829,0.013,2.62e-06,2.39e-08,0.013,1.97e-05,4.05e-05,3.7e-08,6.03e-05,19908,20394,2337,2823,19662,3194271.2148,0,0,0,25
1524,584,3,4.041,-1.254,-1.254,2560,3072,8,2.7870000000000004,40,0.5,False,0.0673,6295645.8344,25273,2377,22896,0.0334,6.57e-06,3.01e-08,0.0335,4.61e-05,9.74e-05,4.38e-08,0.000144,25764,26442,3267,3945,25273,6295645.8344,0,0,0,31
1525,585,4,4.041,-0.254,-0.254,2560,3072,8,3.7870000000000004,40,0.5,False,0.0507,6295645.8344,25273,2377,22896,0.0251,4.92e-06,3.01e-08,0.0251,3.46e-05,7.31e-05,4.38e-08,0.000108,25764,26442,3267,3945,25273,6295645.8344,0,0,0,31
1526,586,5,4.231,0.547,0.547,2560,3072,8,4.778,40,0.5,False,0.0407,6295645.8344,25273,2377,22896,0.0201,3.94e-06,3.01e-08,0.0201,2.77e-05,5.84e-05,4.38e-08,8.62e-05,25764,26442,3267,3945,25273,6295645.8344,0,0,0,32
1527,587,6,4.421,1.347,1.347,2560,3072,8,5.768000000000001,40,0.5,False,0.0341,6295645.8344,25273,2377,22896,0.0167,3.28e-06,3.01e-08,0.0167,2.31e-05,4.87e-05,4.38e-08,7.18e-05,25764,26442,3267,3945,25273,6295645.8344,0,0,0,31
1528,588,3,4.297,-1.523,-1.523,2560,3072,16,2.774,40,0.5,False,0.115,12491888.8336,35830,3348,32482,0.0469,9.07e-06,4.08e-08,0.0469,5.73e-05,0.000126,5.79e-08,0.000183,36811,37873,5008,6070,35830,12491888.8336,0,0,0,43
1529,589,4,4.35,-0.579,-0.579,2560,3072,16,3.771,40,0.5,False,0.0863,12491888.8336,35830,3348,32482,0.0352,6.8e-06,4.08e-08,0.0352,4.3e-05,9.42e-05,5.79e-08,0.000137,36811,37873,5008,6070,35830,12491888.8336,0,0,0,45
153,590,4,6.144,-2.468,-2.468,3584,128,16,3.676,40,0.5,False,0.0706,8383933.1984,35969,3483,32486,0.0366,6.78e-06,4.28e-08,0.0366,4.32e-05,9.07e-05,5.93e-08,0.000134,36578,37640,4767,5829,35969,8383933.1984,0,0,0,40
1530,591,5,4.54,0.221,0.221,2560,3072,16,4.761,40,0.5,False,0.0694,12491888.8336,35830,3348,32482,0.0281,5.44e-06,4.08e-08,0.0281,3.44e-05,7.54e-05,5.79e-08,0.00011,36811,37873,5008,6070,35830,12491888.8336,0,0,0,45
1531,592,6,4.73,1.021,1.021,2560,3072,16,5.751,40,0.5,False,0.0581,12491888.8336,35830,3348,32482,0.0234,4.54e-06,4.08e-08,0.0235,2.87e-05,6.28e-05,5.79e-08,9.15e-05,36811,37873,5008,6070,35830,12491888.8336,0,0,0,45
