Trial Number,Iteration Number,Clock Period (ns) Entered,Clock_Min_Period,Clock Slack (ns),Clock_Worst_Slack,Wmem Depth,Cache Depth,MAC NUM,Total Period (ns),ABC Max Fanout,ABC Map Effort,SYNTH_HIERARCHICAL,Power (W),Area (um^2),Total Cells,Sequential Cells,Combinational Cells,Sequential_Internal,Sequential_Switching,Sequential_Leakage,Sequential_Total,Combinational_Internal,Combinational_Switching,Combinational_Leakage,Combinational_Total,Num_Wires,Num_Wire_Bits,Num_Public_Wires,Num_Public_Wire_Bits,Num_Cells,Chip_Area,Num_Memories,Num_Memory_Bits,Num_Processes,Total Time(s)
1763,849,6,4.149,1.633,1.633,128,4096,4,5.782,40,0.5,False,0.0195,2444961.0224,19436,1831,17605,0.0129,2.56e-06,2.39e-08,0.0129,1.97e-05,4.01e-05,3.72e-08,5.98e-05,19620,20106,2262,2748,19436,2444961.0224,0,0,0,24
1764,850,3,3.985,-1.195,-1.195,128,4096,8,2.79,40,0.5,False,0.059,4794342.8768,24634,2373,22261,0.0334,6.73e-06,3e-08,0.0334,4.49e-05,9.38e-05,4.32e-08,0.000139,25001,25679,3129,3807,24634,4794342.8768,0,0,0,30
1765,851,4,3.985,-0.195,-0.195,128,4096,8,3.79,40,0.5,False,0.0444,4794342.8768,24634,2373,22261,0.025,5.05e-06,3e-08,0.025,3.37e-05,7.03e-05,4.32e-08,0.000104,25001,25679,3129,3807,24634,4794342.8768,0,0,0,30
1766,852,5,3.985,0.805,0.805,128,4096,8,4.79,40,0.5,False,0.0356,4794342.8768,24634,2373,22261,0.02,4.04e-06,3e-08,0.02,2.7e-05,5.63e-05,4.32e-08,8.33e-05,25001,25679,3129,3807,24634,4794342.8768,0,0,0,32
1767,853,6,3.985,1.805,1.805,128,4096,8,5.79,40,0.5,False,0.0298,4794342.8768,24634,2373,22261,0.0167,3.36e-06,3e-08,0.0167,2.25e-05,4.69e-05,4.32e-08,6.94e-05,25001,25679,3129,3807,24634,4794342.8768,0,0,0,31
1768,854,3,5.343,-2.624,-2.624,128,4096,16,2.719,40,0.5,False,0.0979,9493418.1344,35194,3344,31850,0.0468,9.68e-06,4.08e-08,0.0468,5.66e-05,0.000121,5.85e-08,0.000178,35927,36989,4741,5803,35194,9493418.1344,0,0,0,43
1769,855,4,5.343,-1.624,-1.624,128,4096,16,3.719,40,0.5,False,0.0738,9493418.1344,35194,3344,31850,0.0351,7.26e-06,4.08e-08,0.0351,4.25e-05,9.08e-05,5.85e-08,0.000133,35927,36989,4741,5803,35194,9493418.1344,0,0,0,41
177,856,4,4.29,-0.516,-0.516,128,256,4,3.774,40,0.5,False,0.0209,384371.864,18555,1868,16687,0.0198,3.9e-06,2.44e-08,0.0198,2.72e-05,5.43e-05,3.4e-08,8.16e-05,18553,19039,2106,2592,18555,384371.864,0,0,0,24
1770,857,5,5.343,-0.624,-0.624,128,4096,16,4.719,40,0.5,False,0.0593,9493418.1344,35194,3344,31850,0.0281,5.81e-06,4.08e-08,0.0281,3.4e-05,7.26e-05,5.85e-08,0.000107,35927,36989,4741,5803,35194,9493418.1344,0,0,0,42
1771,858,6,5.343,0.376,0.376,128,4096,16,5.719,40,0.5,False,0.0496,9493418.1344,35194,3344,31850,0.0234,4.84e-06,4.08e-08,0.0234,2.83e-05,6.05e-05,5.85e-08,8.89e-05,35927,36989,4741,5803,35194,9493418.1344,0,0,0,42
1772,859,3,9.649,-7.157,-7.157,128,4096,32,2.491999999999999,40,0.5,False,0.176,18887303.3088,55725,5289,50436,0.0737,1.45e-05,6.23e-08,0.0738,7.87e-05,0.000174,8.72e-08,0.000252,57190,59020,7968,9798,55725,18887303.3088,0,0,0,67
1773,860,4,9.649,-6.157,-6.157,128,4096,32,3.491999999999999,40,0.5,False,0.132,18887303.3088,55725,5289,50436,0.0553,1.09e-05,6.23e-08,0.0553,5.91e-05,0.00013,8.72e-08,0.000189,57190,59020,7968,9798,55725,18887303.3088,0,0,0,68
1774,861,5,9.649,-5.157,-5.157,128,4096,32,4.491999999999999,40,0.5,False,0.107,18887303.3088,55725,5289,50436,0.0442,8.68e-06,6.23e-08,0.0443,4.72e-05,0.000104,8.72e-08,0.000151,57190,59020,7968,9798,55725,18887303.3088,0,0,0,69
1775,862,6,9.649,-4.157,-4.157,128,4096,32,5.491999999999999,40,0.5,False,0.0892,18887303.3088,55725,5289,50436,0.0369,7.24e-06,6.23e-08,0.0369,3.94e-05,8.68e-05,8.72e-08,0.000126,57190,59020,7968,9798,55725,18887303.3088,0,0,0,67
1776,863,3,4.086,-1.301,-1.301,256,4096,4,2.785,40,0.5,False,0.0392,2531144.336,19492,1831,17661,0.0259,5.28e-06,2.39e-08,0.0259,3.93e-05,7.97e-05,3.7e-08,0.000119,19707,20193,2299,2785,19492,2531144.336,0,0,0,26
1777,864,4,4.086,-0.301,-0.301,256,4096,4,3.785,40,0.5,False,0.0295,2531144.336,19492,1831,17661,0.0194,3.96e-06,2.39e-08,0.0194,2.95e-05,5.98e-05,3.7e-08,8.94e-05,19707,20193,2299,2785,19492,2531144.336,0,0,0,24
1778,865,5,4.086,0.699,0.699,256,4096,4,4.785,40,0.5,False,0.0236,2531144.336,19492,1831,17661,0.0155,3.17e-06,2.39e-08,0.0155,2.36e-05,4.78e-05,3.7e-08,7.15e-05,19707,20193,2299,2785,19492,2531144.336,0,0,0,25
1779,866,6,4.086,1.699,1.699,256,4096,4,5.785,40,0.5,False,0.0198,2531144.336,19492,1831,17661,0.0129,2.64e-06,2.39e-08,0.0129,1.97e-05,3.99e-05,3.7e-08,5.96e-05,19707,20193,2299,2785,19492,2531144.336,0,0,0,24
178,867,5,4.29,0.484,0.484,128,256,4,4.774,40,0.5,False,0.0167,384371.864,18555,1868,16687,0.0158,3.12e-06,2.44e-08,0.0158,2.18e-05,4.35e-05,3.4e-08,6.53e-05,18553,19039,2106,2592,18555,384371.864,0,0,0,25
1780,868,3,3.951,-1.158,-1.158,256,4096,8,2.793,40,0.5,False,0.0599,4968912.8672,24804,2373,22431,0.0334,6.77e-06,3e-08,0.0334,4.57e-05,9.53e-05,4.34e-08,0.000141,25233,25911,3195,3873,24804,4968912.8672,0,0,0,31
1781,869,4,3.951,-0.158,-0.158,256,4096,8,3.793,40,0.5,False,0.0451,4968912.8672,24804,2373,22431,0.025,5.08e-06,3e-08,0.025,3.43e-05,7.15e-05,4.34e-08,0.000106,25233,25911,3195,3873,24804,4968912.8672,0,0,0,30
1782,870,5,3.951,0.842,0.842,256,4096,8,4.793,40,0.5,False,0.0362,4968912.8672,24804,2373,22431,0.02,4.06e-06,3e-08,0.02,2.74e-05,5.72e-05,4.34e-08,8.47e-05,25233,25911,3195,3873,24804,4968912.8672,0,0,0,30
1783,871,6,3.951,1.842,1.842,256,4096,8,5.793,40,0.5,False,0.0303,4968912.8672,24804,2373,22431,0.0167,3.39e-06,3e-08,0.0167,2.28e-05,4.77e-05,4.34e-08,7.06e-05,25233,25911,3195,3873,24804,4968912.8672,0,0,0,29
1784,872,3,5.641,-2.938,-2.938,256,4096,16,2.703,40,0.5,False,0.0998,9841249.36,35387,3344,32043,0.0468,9.4e-06,4.08e-08,0.0468,5.68e-05,0.000123,5.89e-08,0.00018,36244,37306,4872,5934,35387,9841249.36,0,0,0,42
1785,873,4,5.641,-1.938,-1.938,256,4096,16,3.7030000000000003,40,0.5,False,0.0752,9841249.36,35387,3344,32043,0.0351,7.05e-06,4.08e-08,0.0351,4.26e-05,9.25e-05,5.89e-08,0.000135,36244,37306,4872,5934,35387,9841249.36,0,0,0,42
1786,874,5,5.641,-0.938,-0.938,256,4096,16,4.703,40,0.5,False,0.0604,9841249.36,35387,3344,32043,0.0281,5.64e-06,4.08e-08,0.0281,3.41e-05,7.4e-05,5.89e-08,0.000108,36244,37306,4872,5934,35387,9841249.36,0,0,0,42
1787,875,6,5.641,0.062,0.062,256,4096,16,5.703,40,0.5,False,0.0505,9841249.36,35387,3344,32043,0.0234,4.7e-06,4.08e-08,0.0234,2.84e-05,6.16e-05,5.89e-08,9.01e-05,36244,37306,4872,5934,35387,9841249.36,0,0,0,41
1788,876,3,9.649,-7.157,-7.157,256,4096,32,2.491999999999999,40,0.5,False,0.18,19580563.456,55232,5289,49943,0.0737,1.44e-05,6.23e-08,0.0738,7.99e-05,0.000174,8.38e-08,0.000254,56945,58775,8226,10056,55232,19580563.456,0,0,0,67
1789,877,4,9.649,-6.157,-6.157,256,4096,32,3.491999999999999,40,0.5,False,0.135,19580563.456,55232,5289,49943,0.0553,1.08e-05,6.23e-08,0.0553,6e-05,0.000131,8.38e-08,0.000191,56945,58775,8226,10056,55232,19580563.456,0,0,0,68
179,878,6,4.29,1.484,1.484,128,256,4,5.774,40,0.5,False,0.014,384371.864,18555,1868,16687,0.0132,2.6e-06,2.44e-08,0.0132,1.81e-05,3.62e-05,3.4e-08,5.44e-05,18553,19039,2106,2592,18555,384371.864,0,0,0,24
1790,879,5,9.649,-5.157,-5.157,256,4096,32,4.491999999999999,40,0.5,False,0.109,19580563.456,55232,5289,49943,0.0442,8.63e-06,6.23e-08,0.0443,4.8e-05,0.000105,8.38e-08,0.000153,56945,58775,8226,10056,55232,19580563.456,0,0,0,68
1791,880,6,9.649,-4.157,-4.157,256,4096,32,5.491999999999999,40,0.5,False,0.0911,19580563.456,55232,5289,49943,0.0369,7.19e-06,6.23e-08,0.0369,4e-05,8.72e-05,8.38e-08,0.000127,56945,58775,8226,10056,55232,19580563.456,0,0,0,66
1792,881,3,4.202,-1.424,-1.424,512,4096,4,2.778,40,0.5,False,0.0398,2635331.5964,19378,1831,17547,0.0259,5.06e-06,2.39e-08,0.0259,3.88e-05,7.84e-05,3.66e-08,0.000117,19562,20048,2263,2749,19378,2635331.5964,0,0,0,25
1793,882,4,4.202,-0.424,-0.424,512,4096,4,3.778,40,0.5,False,0.0299,2635331.5964,19378,1831,17547,0.0194,3.79e-06,2.39e-08,0.0194,2.91e-05,5.88e-05,3.66e-08,8.8e-05,19562,20048,2263,2749,19378,2635331.5964,0,0,0,23
1794,883,5,4.202,0.576,0.576,512,4096,4,4.778,40,0.5,False,0.024,2635331.5964,19378,1831,17547,0.0155,3.03e-06,2.39e-08,0.0155,2.33e-05,4.71e-05,3.66e-08,7.04e-05,19562,20048,2263,2749,19378,2635331.5964,0,0,0,24
1795,884,6,4.202,1.576,1.576,512,4096,4,5.7780000000000005,40,0.5,False,0.0201,2635331.5964,19378,1831,17547,0.0129,2.53e-06,2.39e-08,0.0129,1.94e-05,3.92e-05,3.66e-08,5.87e-05,19562,20048,2263,2749,19378,2635331.5964,0,0,0,24
1796,885,3,3.985,-1.195,-1.195,512,4096,8,2.79,40,0.5,False,0.0611,5178785.0744,24729,2373,22356,0.0334,6.72e-06,3e-08,0.0334,4.55e-05,9.46e-05,4.31e-08,0.00014,25096,25774,3131,3809,24729,5178785.0744,0,0,0,30
1797,886,4,3.985,-0.195,-0.195,512,4096,8,3.79,40,0.5,False,0.046,5178785.0744,24729,2373,22356,0.025,5.04e-06,3e-08,0.025,3.41e-05,7.09e-05,4.31e-08,0.000105,25096,25774,3131,3809,24729,5178785.0744,0,0,0,31
1798,887,5,3.985,0.805,0.805,512,4096,8,4.79,40,0.5,False,0.037,5178785.0744,24729,2373,22356,0.02,4.03e-06,3e-08,0.02,2.73e-05,5.68e-05,4.31e-08,8.41e-05,25096,25774,3131,3809,24729,5178785.0744,0,0,0,30
1799,888,6,3.985,1.805,1.805,512,4096,8,5.79,40,0.5,False,0.0309,5178785.0744,24729,2373,22356,0.0167,3.36e-06,3e-08,0.0167,2.28e-05,4.73e-05,4.31e-08,7.01e-05,25096,25774,3131,3809,24729,5178785.0744,0,0,0,31
18,889,5,4.12,0.663,0.663,256,128,4,4.783,40,0.5,False,0.0167,384624.6064,18556,1857,16699,0.0157,3e-06,2.43e-08,0.0157,2.18e-05,4.36e-05,3.47e-08,6.54e-05,18554,19040,2090,2576,18556,384624.6064,0,0,0,23
180,890,3,4.027,-1.239,-1.239,128,256,8,2.7880000000000003,40,0.5,False,0.0373,684308.9984,24525,2447,22078,0.0344,6.72e-06,3.11e-08,0.0344,4.54e-05,8.91e-05,4.28e-08,0.000135,24520,25198,2813,3491,24525,684308.9984,0,0,0,30
1800,891,3,5.364,-2.647,-2.647,512,4096,16,2.717,40,0.5,False,0.102,10261793.2912,35302,3344,31958,0.0468,9.35e-06,4.08e-08,0.0468,5.74e-05,0.000122,5.81e-08,0.000179,36035,37097,4741,5803,35302,10261793.2912,0,0,0,41
1801,892,4,5.364,-1.647,-1.647,512,4096,16,3.7169999999999996,40,0.5,False,0.077,10261793.2912,35302,3344,31958,0.0351,7.01e-06,4.08e-08,0.0351,4.3e-05,9.12e-05,5.81e-08,0.000134,36035,37097,4741,5803,35302,10261793.2912,0,0,0,43
181,901,4,4.027,-0.239,-0.239,128,256,8,3.7880000000000003,40,0.5,False,0.028,684308.9984,24525,2447,22078,0.0258,5.04e-06,3.11e-08,0.0258,3.41e-05,6.68e-05,4.28e-08,0.000101,24520,25198,2813,3491,24525,684308.9984,0,0,0,27
1816,908,3,5.364,-2.647,-2.647,768,4096,16,2.717,40,0.5,False,0.102,10261082.6096,35429,3346,32083,0.0469,9.06e-06,4.08e-08,0.0469,5.62e-05,0.000122,5.85e-08,0.000178,36162,37224,4746,5808,35429,10261082.6096,0,0,0,43
1817,909,4,5.364,-1.647,-1.647,768,4096,16,3.7169999999999996,40,0.5,False,0.077,10261082.6096,35429,3346,32083,0.0351,6.8e-06,4.08e-08,0.0352,4.21e-05,9.14e-05,5.85e-08,0.000134,36162,37224,4746,5808,35429,10261082.6096,0,0,0,43
1818,910,5,5.364,-0.647,-0.647,768,4096,16,4.717,40,0.5,False,0.0619,10261082.6096,35429,3346,32083,0.0281,5.44e-06,4.08e-08,0.0281,3.37e-05,7.31e-05,5.85e-08,0.000107,36162,37224,4746,5808,35429,10261082.6096,0,0,0,42
1819,911,6,5.364,0.353,0.353,768,4096,16,5.717,40,0.5,False,0.0518,10261082.6096,35429,3346,32083,0.0234,4.53e-06,4.08e-08,0.0234,2.81e-05,6.09e-05,5.85e-08,8.91e-05,36162,37224,4746,5808,35429,10261082.6096,0,0,0,43
182,912,5,4.027,0.761,0.761,128,256,8,4.788,40,0.5,False,0.0224,684308.9984,24525,2447,22078,0.0206,4.03e-06,3.11e-08,0.0206,2.73e-05,5.35e-05,4.28e-08,8.08e-05,24520,25198,2813,3491,24525,684308.9984,0,0,0,29
1820,913,3,9.649,-7.157,-7.157,768,4096,32,2.491999999999999,40,0.5,False,0.184,20420747.952,55287,5293,49994,0.0738,1.43e-05,6.24e-08,0.0738,7.81e-05,0.000174,8.72e-08,0.000252,56752,58582,7974,9804,55287,20420747.952,0,0,0,70
1821,914,4,9.649,-6.157,-6.157,768,4096,32,3.491999999999999,40,0.5,False,0.139,20420747.952,55287,5293,49994,0.0553,1.07e-05,6.24e-08,0.0554,5.86e-05,0.000131,8.72e-08,0.000189,56752,58582,7974,9804,55287,20420747.952,0,0,0,67
1822,915,5,9.649,-5.157,-5.157,768,4096,32,4.491999999999999,40,0.5,False,0.112,20420747.952,55287,5293,49994,0.0443,8.59e-06,6.24e-08,0.0443,4.69e-05,0.000105,8.72e-08,0.000152,56752,58582,7974,9804,55287,20420747.952,0,0,0,69
1823,916,6,9.649,-4.157,-4.157,768,4096,32,5.491999999999999,40,0.5,False,0.0936,20420747.952,55287,5293,49994,0.0369,7.16e-06,6.24e-08,0.0369,3.9e-05,8.71e-05,8.72e-08,0.000126,56752,58582,7974,9804,55287,20420747.952,0,0,0,69
1824,917,3,4.075,-1.29,-1.29,1024,4096,4,2.785,40,0.5,False,0.0413,2915226.188,19370,1831,17539,0.0259,5.18e-06,2.39e-08,0.0259,4e-05,8.03e-05,3.7e-08,0.00012,19585,20071,2301,2787,19370,2915226.188,0,0,0,25
1825,918,4,4.075,-0.29,-0.29,1024,4096,4,3.785,40,0.5,False,0.0311,2915226.188,19370,1831,17539,0.0194,3.88e-06,2.39e-08,0.0194,3e-05,6.02e-05,3.7e-08,9.03e-05,19585,20071,2301,2787,19370,2915226.188,0,0,0,26
1826,919,5,4.075,0.71,0.71,1024,4096,4,4.785,40,0.5,False,0.025,2915226.188,19370,1831,17539,0.0155,3.11e-06,2.39e-08,0.0155,2.4e-05,4.82e-05,3.7e-08,7.22e-05,19585,20071,2301,2787,19370,2915226.188,0,0,0,25
1827,920,6,4.075,1.71,1.71,1024,4096,4,5.785,40,0.5,False,0.0209,2915226.188,19370,1831,17539,0.0129,2.59e-06,2.39e-08,0.0129,2e-05,4.01e-05,3.7e-08,6.02e-05,19585,20071,2301,2787,19370,2915226.188,0,0,0,24
1828,921,3,4.052,-1.265,-1.265,1024,4096,8,2.787,40,0.5,False,0.0642,5736299.576,24718,2373,22345,0.0334,6.78e-06,3e-08,0.0334,4.59e-05,9.49e-05,4.28e-08,0.000141,25147,25825,3197,3875,24718,5736299.576,0,0,0,31
1829,922,4,4.052,-0.265,-0.265,1024,4096,8,3.7869999999999995,40,0.5,False,0.0483,5736299.576,24718,2373,22345,0.025,5.08e-06,3e-08,0.025,3.44e-05,7.12e-05,4.28e-08,0.000106,25147,25825,3197,3875,24718,5736299.576,0,0,0,31
183,923,6,4.027,1.761,1.761,128,256,8,5.788,40,0.5,False,0.0187,684308.9984,24525,2447,22078,0.0172,3.36e-06,3.11e-08,0.0172,2.27e-05,4.46e-05,4.28e-08,6.73e-05,24520,25198,2813,3491,24525,684308.9984,0,0,0,28
1830,924,5,4.052,0.735,0.735,1024,4096,8,4.787,40,0.5,False,0.0388,5736299.576,24718,2373,22345,0.02,4.07e-06,3e-08,0.02,2.75e-05,5.69e-05,4.28e-08,8.45e-05,25147,25825,3197,3875,24718,5736299.576,0,0,0,31
1831,925,6,4.052,1.735,1.735,1024,4096,8,5.787,40,0.5,False,0.0325,5736299.576,24718,2373,22345,0.0167,3.39e-06,3e-08,0.0167,2.29e-05,4.75e-05,4.28e-08,7.04e-05,25147,25825,3197,3875,24718,5736299.576,0,0,0,30
1832,926,3,5.343,-2.624,-2.624,1024,4096,16,2.719,40,0.5,False,0.108,11376235.4816,35472,3346,32126,0.0469,9.2e-06,4.08e-08,0.0469,5.67e-05,0.000123,5.82e-08,0.00018,36329,37391,4876,5938,35472,11376235.4816,0,0,0,41
1833,927,4,5.343,-1.624,-1.624,1024,4096,16,3.719,40,0.5,False,0.0817,11376235.4816,35472,3346,32126,0.0351,6.9e-06,4.08e-08,0.0352,4.25e-05,9.26e-05,5.82e-08,0.000135,36329,37391,4876,5938,35472,11376235.4816,0,0,0,43
1834,928,5,5.343,-0.624,-0.624,1024,4096,16,4.719,40,0.5,False,0.0656,11376235.4816,35472,3346,32126,0.0281,5.52e-06,4.08e-08,0.0281,3.4e-05,7.4e-05,5.82e-08,0.000108,36329,37391,4876,5938,35472,11376235.4816,0,0,0,42
1835,929,6,5.343,0.376,0.376,1024,4096,16,5.719,40,0.5,False,0.055,11376235.4816,35472,3346,32126,0.0234,4.6e-06,4.08e-08,0.0234,2.84e-05,6.17e-05,5.82e-08,9.01e-05,36329,37391,4876,5938,35472,11376235.4816,0,0,0,42
1836,930,3,9.625,-7.132,-7.132,1024,4096,32,2.4930000000000003,40,0.5,False,0.197,22653014.3264,55967,5293,50674,0.0738,1.35e-05,6.24e-08,0.0738,7.99e-05,0.000177,8.41e-08,0.000257,57680,59510,8232,10062,55967,22653014.3264,0,0,0,70
1837,931,4,9.625,-6.132,-6.132,1024,4096,32,3.4930000000000003,40,0.5,False,0.148,22653014.3264,55967,5293,50674,0.0553,1.02e-05,6.24e-08,0.0554,5.99e-05,0.000133,8.41e-08,0.000193,57680,59510,8232,10062,55967,22653014.3264,0,0,0,69
1838,932,5,9.625,-5.132,-5.132,1024,4096,32,4.493,40,0.5,False,0.119,22653014.3264,55967,5293,50674,0.0443,8.13e-06,6.24e-08,0.0443,4.79e-05,0.000106,8.41e-08,0.000154,57680,59510,8232,10062,55967,22653014.3264,0,0,0,67
1839,933,6,9.625,-4.132,-4.132,1024,4096,32,5.493,40,0.5,False,0.0999,22653014.3264,55967,5293,50674,0.0369,6.77e-06,6.24e-08,0.0369,3.99e-05,8.83e-05,8.41e-08,0.000128,57680,59510,8232,10062,55967,22653014.3264,0,0,0,68
184,934,3,3.99,-1.2,-1.2,128,256,16,2.79,40,0.5,False,0.0523,1264619.504,34102,3324,30778,0.0466,8.66e-06,4.05e-08,0.0466,5.43e-05,0.000111,5.56e-08,0.000165,34091,35153,3938,5000,34102,1264619.504,0,0,0,39
1840,935,3,4.131,-1.348,-1.348,1536,4096,4,2.7830000000000004,40,0.5,False,0.0429,3193035.0292,19639,1831,17808,0.0259,5.36e-06,2.39e-08,0.0259,3.98e-05,8.04e-05,3.7e-08,0.00012,19885,20371,2335,2821,19639,3193035.0292,0,0,0,25
1841,936,4,4.131,-0.348,-0.348,1536,4096,4,3.7830000000000004,40,0.5,False,0.0323,3193035.0292,19639,1831,17808,0.0194,4.02e-06,2.39e-08,0.0194,2.99e-05,6.03e-05,3.7e-08,9.02e-05,19885,20371,2335,2821,19639,3193035.0292,0,0,0,25
1842,937,5,4.131,0.652,0.652,1536,4096,4,4.783,40,0.5,False,0.0259,3193035.0292,19639,1831,17808,0.0155,3.22e-06,2.39e-08,0.0155,2.39e-05,4.83e-05,3.7e-08,7.22e-05,19885,20371,2335,2821,19639,3193035.0292,0,0,0,24
1843,938,6,4.131,1.652,1.652,1536,4096,4,5.783,40,0.5,False,0.0216,3193035.0292,19639,1831,17808,0.0129,2.68e-06,2.39e-08,0.0129,1.99e-05,4.02e-05,3.7e-08,6.02e-05,19885,20371,2335,2821,19639,3193035.0292,0,0,0,25
1844,939,3,3.939,-1.147,-1.147,1536,4096,8,2.792,40,0.5,False,0.0673,6294638.6184,24988,2375,22613,0.0334,6.64e-06,3.01e-08,0.0334,4.59e-05,9.68e-05,4.33e-08,0.000143,25479,26157,3265,3943,24988,6294638.6184,0,0,0,31
1845,940,4,3.939,-0.147,-0.147,1536,4096,8,3.7920000000000003,40,0.5,False,0.0507,6294638.6184,24988,2375,22613,0.0251,4.98e-06,3.01e-08,0.0251,3.45e-05,7.26e-05,4.33e-08,0.000107,25479,26157,3265,3943,24988,6294638.6184,0,0,0,31
1846,941,5,3.939,0.853,0.853,1536,4096,8,4.792,40,0.5,False,0.0407,6294638.6184,24988,2375,22613,0.0201,3.98e-06,3.01e-08,0.0201,2.76e-05,5.81e-05,4.33e-08,8.57e-05,25479,26157,3265,3943,24988,6294638.6184,0,0,0,31
1847,942,6,4.056,1.731,1.731,1536,4096,8,5.787,40,0.5,False,0.0341,6294638.6184,24988,2375,22613,0.0167,3.32e-06,3.01e-08,0.0167,2.3e-05,4.84e-05,4.33e-08,7.14e-05,25479,26157,3265,3943,24988,6294638.6184,0,0,0,30
1848,943,3,5.628,-2.924,-2.924,1536,4096,16,2.704,40,0.5,False,0.115,12491364.5808,35631,3348,32283,0.0469,8.86e-06,4.08e-08,0.0469,5.63e-05,0.000126,5.78e-08,0.000182,36612,37674,5008,6070,35631,12491364.5808,0,0,0,43
1849,944,4,5.628,-1.924,-1.924,1536,4096,16,3.704,40,0.5,False,0.0863,12491364.5808,35631,3348,32283,0.0352,6.64e-06,4.08e-08,0.0352,4.22e-05,9.43e-05,5.78e-08,0.000137,36612,37674,5008,6070,35631,12491364.5808,0,0,0,43
185,945,4,3.99,-0.2,-0.2,128,256,16,3.79,40,0.5,False,0.0392,1264619.504,34102,3324,30778,0.0349,6.49e-06,4.05e-08,0.0349,4.07e-05,8.3e-05,5.56e-08,0.000124,34091,35153,3938,5000,34102,1264619.504,0,0,0,39
1850,946,5,5.628,-0.924,-0.924,1536,4096,16,4.704,40,0.5,False,0.0694,12491364.5808,35631,3348,32283,0.0281,5.31e-06,4.08e-08,0.0281,3.38e-05,7.54e-05,5.78e-08,0.000109,36612,37674,5008,6070,35631,12491364.5808,0,0,0,44
1851,947,6,5.628,0.076,0.076,1536,4096,16,5.704,40,0.5,False,0.0581,12491364.5808,35631,3348,32283,0.0234,4.43e-06,4.08e-08,0.0235,2.82e-05,6.28e-05,5.78e-08,9.1e-05,36612,37674,5008,6070,35631,12491364.5808,0,0,0,43
1852,948,3,9.649,-7.157,-7.157,1536,4096,32,2.491999999999999,40,0.5,False,0.209,24881385.7152,55547,5293,50254,0.0738,1.46e-05,6.24e-08,0.0738,7.87e-05,0.000182,8.62e-08,0.000261,57508,59338,8490,10320,55547,24881385.7152,0,0,0,71
1853,949,4,9.649,-6.157,-6.157,1536,4096,32,3.491999999999999,40,0.5,False,0.158,24881385.7152,55547,5293,50254,0.0553,1.1e-05,6.24e-08,0.0554,5.91e-05,0.000136,8.62e-08,0.000196,57508,59338,8490,10320,55547,24881385.7152,0,0,0,70
1854,950,5,9.649,-5.157,-5.157,1536,4096,32,4.491999999999999,40,0.5,False,0.127,24881385.7152,55547,5293,50254,0.0443,8.79e-06,6.24e-08,0.0443,4.72e-05,0.000109,8.62e-08,0.000156,57508,59338,8490,10320,55547,24881385.7152,0,0,0,71
1855,951,6,9.649,-4.157,-4.157,1536,4096,32,5.491999999999999,40,0.5,False,0.106,24881385.7152,55547,5293,50254,0.0369,7.32e-06,6.24e-08,0.0369,3.94e-05,9.09e-05,8.62e-08,0.00013,57508,59338,8490,10320,55547,24881385.7152,0,0,0,71
1856,952,3,4.066,-1.28,-1.28,2048,4096,4,2.7859999999999996,40,0.5,False,0.0444,3472663.1152,19533,1831,17702,0.0259,5.17e-06,2.39e-08,0.0259,3.96e-05,8.12e-05,3.67e-08,0.000121,19810,20296,2369,2855,19533,3472663.1152,0,0,0,25
1857,953,4,4.066,-0.28,-0.28,2048,4096,4,3.7859999999999996,40,0.5,False,0.0334,3472663.1152,19533,1831,17702,0.0194,3.88e-06,2.39e-08,0.0194,2.97e-05,6.09e-05,3.67e-08,9.07e-05,19810,20296,2369,2855,19533,3472663.1152,0,0,0,26
1858,954,5,4.066,0.72,0.72,2048,4096,4,4.786,40,0.5,False,0.0268,3472663.1152,19533,1831,17702,0.0155,3.1e-06,2.39e-08,0.0155,2.38e-05,4.87e-05,3.67e-08,7.26e-05,19810,20296,2369,2855,19533,3472663.1152,0,0,0,25
1859,955,6,4.066,1.72,1.72,2048,4096,4,5.786,40,0.5,False,0.0224,3472663.1152,19533,1831,17702,0.0129,2.59e-06,2.39e-08,0.0129,1.98e-05,4.06e-05,3.67e-08,6.05e-05,19810,20296,2369,2855,19533,3472663.1152,0,0,0,25
186,956,5,3.99,0.8,0.8,128,256,16,4.79,40,0.5,False,0.0314,1264619.504,34102,3324,30778,0.0279,5.2e-06,4.05e-08,0.0279,3.26e-05,6.64e-05,5.56e-08,9.91e-05,34091,35153,3938,5000,34102,1264619.504,0,0,0,38
1860,957,3,3.964,-1.173,-1.173,2048,4096,8,2.791,40,0.5,False,0.0704,6854574.192,25747,2375,23372,0.0334,6.55e-06,3.01e-08,0.0334,4.72e-05,0.0001,4.51e-08,0.000147,26300,26978,3331,4009,25747,6854574.192,0,0,0,30
1861,958,4,3.976,-0.185,-0.185,2048,4096,8,3.791,40,0.5,False,0.053,6854574.192,25747,2375,23372,0.0251,4.91e-06,3.01e-08,0.0251,3.54e-05,7.52e-05,4.51e-08,0.000111,26300,26978,3331,4009,25747,6854574.192,0,0,0,32
1862,959,5,4.166,0.615,0.615,2048,4096,8,4.781000000000001,40,0.5,False,0.0426,6854574.192,25747,2375,23372,0.0201,3.93e-06,3.01e-08,0.0201,2.83e-05,6.02e-05,4.51e-08,8.85e-05,26300,26978,3331,4009,25747,6854574.192,0,0,0,31
