 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  2.69595750e-09  0.00000000e+00  2.69595750e-09  0.00000000e+00  2.69595750e-09  0.00000000e+00  2.69595750e-09  0.00000000e+00  2.69595750e-09  0.00000000e+00  1.79999999e+00 
 5.00000000e-13  1.80000000e-02  5.00000000e-13  1.80000000e+00  5.00000000e-13  0.00000000e+00  5.00000000e-13  0.00000000e+00  5.00000000e-13  2.81615820e-09  5.00000000e-13  2.86628582e-09  5.00000000e-13  2.82079526e-09  5.00000000e-13  2.82576962e-09  5.00000000e-13  2.83724588e-09  5.00000000e-13  1.79999999e+00 
 1.00000000e-12  3.60000000e-02  1.00000000e-12  1.80000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  0.00000000e+00  1.00000000e-12  2.83257201e-09  1.00000000e-12  2.88989105e-09  1.00000000e-12  2.83771998e-09  1.00000000e-12  2.84375551e-09  1.00000000e-12  2.85577217e-09  1.00000000e-12  1.79999999e+00 
 2.00000000e-12  7.20000000e-02  2.00000000e-12  1.80000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  0.00000000e+00  2.00000000e-12  2.78322027e-09  2.00000000e-12  2.82037813e-09  2.00000000e-12  2.78770779e-09  2.00000000e-12  2.79062573e-09  2.00000000e-12  2.79741699e-09  2.00000000e-12  1.79999999e+00 
 4.00000000e-12  1.44000000e-01  4.00000000e-12  1.80000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  0.00000000e+00  4.00000000e-12  2.58669691e-09  4.00000000e-12  2.53857471e-09  4.00000000e-12  2.58605054e-09  4.00000000e-12  2.57670327e-09  4.00000000e-12  2.56815488e-09  4.00000000e-12  1.79999999e+00 
 8.00000000e-12  2.88000000e-01  8.00000000e-12  1.80000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  0.00000000e+00  8.00000000e-12  2.59164665e-09  8.00000000e-12  2.54334623e-09  8.00000000e-12  2.58684874e-09  8.00000000e-12  2.57948382e-09  8.00000000e-12  2.57669819e-09  8.00000000e-12  1.79999999e+00 
 1.60000000e-11  5.76000000e-01  1.60000000e-11  1.80000000e+00  1.60000000e-11  0.00000000e+00  1.60000000e-11  0.00000000e+00  1.60000000e-11  2.80209717e-09  1.60000000e-11  2.85338722e-09  1.60000000e-11  2.79998189e-09  1.60000000e-11  2.81622264e-09  1.60000000e-11  2.81494336e-09  1.60000000e-11  1.79999999e+00 
 3.20000000e-11  1.15200000e+00  3.20000000e-11  1.80000000e+00  3.20000000e-11  0.00000000e+00  3.20000000e-11  0.00000000e+00  3.20000000e-11  2.64433286e-09  3.20000000e-11  2.62094928e-09  3.20000000e-11  2.64983904e-09  3.20000000e-11  2.63728192e-09  3.20000000e-11  2.63997128e-09  3.20000000e-11  1.79999999e+00 
 5.00000000e-11  1.80000000e+00  5.00000000e-11  1.80000000e+00  5.00000000e-11  0.00000000e+00  5.00000000e-11  0.00000000e+00  5.00000000e-11  2.70969212e-09  5.00000000e-11  2.71079786e-09  5.00000000e-11  2.70568150e-09  5.00000000e-11  2.70993472e-09  5.00000000e-11  2.71054473e-09  5.00000000e-11  1.79999999e+00 
 5.32000000e-11  1.80000000e+00  5.32000000e-11  1.80000000e+00  5.32000000e-11  0.00000000e+00  5.32000000e-11  0.00000000e+00  5.32000000e-11  2.74641176e-09  5.32000000e-11  2.76684284e-09  5.32000000e-11  2.74654718e-09  5.32000000e-11  2.75117593e-09  5.32000000e-11  2.75325324e-09  5.32000000e-11  1.79999999e+00 
